item,condition,attractor,case,verb,sentence,source_file,language,leftward_entropy,leftward_attn_diff,leftward_attn_to_head,leftward_attn_to_attractor,nsubj_entropy,nsubj_attn_diff,nsubj_attn_to_head,nsubj_attn_to_attractor,top5_layer,top5_entropy,top5_attn_diff,top5_attn_to_head,top5_attn_to_attractor,top5_head_in_top5
11,unamb_sg_sg,sg,unamb,sg,Der Aufstand in dem Nachbarland ist bekannt.,german_stimuli.csv,german,1.3996603,-0.10823007108708112,0.037677220479901054,0.14590729156698218,1.3917238,-0.07976146288917434,0.08161010570122826,0.1613715685904026,9,1.1089648,0.01562703773379326,0.03350356966257095,0.017876531928777695,1.0
11,unamb_sg_pl,sg,unamb,pl,Der Aufstand in dem Nachbarland sind bekannt.,german_stimuli.csv,german,1.4956814,-0.07637013027460852,0.04005265879486615,0.11642278906947467,1.3245925,-0.0911597222232011,0.06193787361004084,0.15309759583324195,9,1.0288489,0.00750761479139328,0.020609315484762192,0.013101700693368912,0.0
11,unamb_pl_sg,pl,unamb,sg,Der Aufstand in den Nachbarländern ist bekannt.,german_stimuli.csv,german,1.410452,-0.10983841908895045,0.03918764706701552,0.14902606615596597,1.4066668,-0.10463478825219852,0.07137668897233027,0.17601147722452878,9,1.0351691,0.01034252904355526,0.027076900005340576,0.016734370961785316,1.0
11,unamb_pl_pl,pl,unamb,pl,Der Aufstand in den Nachbarländern sind bekannt.,german_stimuli.csv,german,1.4912202,-0.07398955688965998,0.04426730825928189,0.11825686514894188,1.3664632,-0.13021585362071803,0.05499648900662848,0.1852123426273465,9,1.0056401,0.004448266699910164,0.018502555787563324,0.01405428908765316,0.0
12,amb_sg_sg,sg,amb,sg,Der Aufsatz für das Wochenblatt ist bekannt.,german_stimuli.csv,german,1.4712169,-0.102595624870537,0.03867183894735717,0.14126746381789418,1.595875,-0.10959834199041951,0.0654818682594515,0.17508021024987103,9,1.0065806,0.015433166176080704,0.02512212097644806,0.009688954800367355,0.0
12,amb_sg_pl,sg,amb,pl,Der Aufsatz für das Wochenblatt sind bekannt.,german_stimuli.csv,german,1.538805,-0.07357480357977693,0.037851778959429795,0.11142658253920672,1.479812,-0.12920914563539715,0.04215450318340865,0.1713636488188058,9,0.8241035,0.009394391905516386,0.016403386369347572,0.007008994463831186,0.0
12,amb_pl_sg,pl,amb,sg,Der Aufsatz für die Wochenblätter ist bekannt.,german_stimuli.csv,german,1.4738903,-0.09578262071077007,0.04098628540637037,0.13676890611714043,1.5696268,-0.09824589097261147,0.06760891617887003,0.16585480715148151,9,1.0253098,0.015667257830500603,0.025206677615642548,0.009539419785141945,0.0
12,amb_pl_pl,pl,amb,pl,Der Aufsatz für die Wochenblätter sind bekannt.,german_stimuli.csv,german,1.5165526,-0.07859209337439096,0.039396333074546416,0.1179884264489374,1.512549,-0.14804424153196596,0.041691087898584375,0.18973532943055033,9,0.883284,0.006723794154822826,0.01658259704709053,0.009858802892267704,0.0
12,unamb_sg_sg,sg,unamb,sg,Der Aufsatz in dem Wochenblatt ist bekannt.,german_stimuli.csv,german,1.4297763,-0.09969301183933794,0.03747230596185318,0.13716531780119112,1.5676664,-0.10650112869693551,0.06266278360494759,0.1691639123018831,9,1.1203518,0.015602488070726395,0.027734464034438133,0.012131975963711739,0.0
12,unamb_sg_pl,sg,unamb,pl,Der Aufsatz in dem Wochenblatt sind bekannt.,german_stimuli.csv,german,1.5223202,-0.06324692444245557,0.03873876780749015,0.10198569224994572,1.4843752,-0.12822200597865036,0.04070759483011912,0.16892960080876945,9,0.88657016,0.009703317657113075,0.017050720751285553,0.007347403094172478,0.0
12,unamb_pl_sg,pl,unamb,sg,Der Aufsatz in den Wochenblättern ist bekannt.,german_stimuli.csv,german,1.439803,-0.10404134676668945,0.04444953410416019,0.14849088087084966,1.5081363,-0.09329425124582862,0.06455082478801692,0.15784507603384554,9,1.1496593,0.021003494039177895,0.033218979835510254,0.01221548579633236,0.0
12,unamb_pl_pl,pl,unamb,pl,Der Aufsatz in den Wochenblättern sind bekannt.,german_stimuli.csv,german,1.4887043,-0.0728706375924503,0.043253109244733426,0.11612374683718371,1.4757608,-0.13030222654013954,0.040672160502084866,0.1709743870422244,9,0.8744781,0.00885290652513504,0.017950372770428658,0.009097466245293617,0.0
13,amb_sg_sg,sg,amb,sg,Der Bericht über die Ärztin ist bekannt.,german_stimuli.csv,german,1.4637169,-0.06771600971712247,0.04552602333845357,0.11324203305557604,1.4362948,-0.06833057112048299,0.0944701543358442,0.1628007254563272,9,1.0217537,0.015404470264911652,0.0361686609685421,0.020764190703630447,1.0
13,amb_sg_pl,sg,amb,pl,Der Bericht über die Ärztin sind bekannt.,german_stimuli.csv,german,1.5166489,-0.07677249871114782,0.044846203590418555,0.12161870230156638,1.368233,-0.09436727652185116,0.06053208762920942,0.1548993641510606,9,0.8954435,0.014100488275289536,0.025654729455709457,0.011554241180419922,1.0
13,amb_pl_sg,pl,amb,sg,Der Bericht über die Ärztinnen ist bekannt.,german_stimuli.csv,german,1.4635818,-0.07432918545117673,0.045430766065248915,0.11975995151642564,1.4510629,-0.06929818326769867,0.09390465423767916,0.16320283750537784,9,1.0484866,0.021223533898591995,0.041561808437108994,0.020338274538517,1.0
13,amb_pl_pl,pl,amb,pl,Der Bericht über die Ärztinnen sind bekannt.,german_stimuli.csv,german,1.496107,-0.0808134523138051,0.04394689404530254,0.12476034635910764,1.4395111,-0.12314741797609616,0.05762639455632875,0.18077381253242492,9,0.9488367,0.017032362520694733,0.03289659693837166,0.015864234417676926,1.0
13,unamb_sg_sg,sg,unamb,sg,Der Bericht von der Ärztin ist bekannt.,german_stimuli.csv,german,1.496314,-0.06125375589047906,0.04847658243167245,0.10973033832215151,1.4865143,-0.07938524842454642,0.08339771242619902,0.16278296085074545,9,1.0428765,0.013803208246827126,0.03505045175552368,0.021247243508696556,1.0
13,unamb_sg_pl,sg,unamb,pl,Der Bericht von der Ärztin sind bekannt.,german_stimuli.csv,german,1.5511177,-0.06179805390919455,0.04816378808328636,0.10996184199248091,1.4327515,-0.10257785470394645,0.05393333387391415,0.1565111885778606,9,0.9530205,0.016493547707796097,0.02888607606291771,0.012392528355121613,1.0
13,unamb_pl_sg,pl,unamb,sg,Der Bericht von den Ärztinnen ist bekannt.,german_stimuli.csv,german,1.4965223,-0.07043763475672335,0.0485223959305074,0.11896003068723075,1.4804242,-0.07893918119635215,0.08244861480515668,0.16138779600150882,9,1.1178426,0.01974761113524437,0.03956993669271469,0.01982232555747032,1.0
13,unamb_pl_pl,pl,unamb,pl,Der Bericht von den Ärztinnen sind bekannt.,german_stimuli.csv,german,1.5346524,-0.06835405872712955,0.04780270351969875,0.11615676224682829,1.5108708,-0.13425033399050632,0.049048137486376375,0.1832984714768827,9,1.028422,0.018144499510526657,0.03383761644363403,0.015693116933107376,1.0
14,amb_sg_sg,sg,amb,sg,Der Verweis auf die Akte ist bekannt.,german_stimuli.csv,german,1.3346221,-0.05702111175633688,0.039022140499041895,0.09604325225537877,1.3634483,-0.026145800925172845,0.11917909693407269,0.14532489785924554,9,1.0002772,0.0028911754488945007,0.02564277872443199,0.02275160327553749,1.0
14,amb_sg_pl,sg,amb,pl,Der Verweis auf die Akte sind bekannt.,german_stimuli.csv,german,1.4154168,-0.05006861070073303,0.04539787899255241,0.09546648969328544,1.3114796,-0.032766679466365224,0.10316883411571538,0.1359355135820806,9,0.92963094,0.005958474241197109,0.019850431010127068,0.013891956768929958,0.0
14,amb_pl_sg,pl,amb,sg,Der Verweis auf die Akten ist bekannt.,german_stimuli.csv,german,1.2599623,-0.08744219941755796,0.036078235439526686,0.12352043485708464,1.3468635,-0.02613502698484944,0.11956459191162003,0.14569961889646948,9,1.0018295,-0.006961137056350708,0.025585316121578217,0.032546453177928925,1.0
14,amb_pl_pl,pl,amb,pl,Der Verweis auf die Akten sind bekannt.,german_stimuli.csv,german,1.3423898,-0.08481726548957891,0.040044997564513275,0.12486226305409218,1.3139036,-0.04461782676121395,0.10155070741707284,0.1461685341782868,9,0.88871783,-0.0018745195120573044,0.020815232768654823,0.022689752280712128,1.0
14,unamb_sg_sg,sg,unamb,sg,Der Verweis in der Akte ist bekannt.,german_stimuli.csv,german,1.3126909,-0.05952384010423337,0.039591110446045616,0.099114950550279,1.3874215,-0.03764148433294463,0.11056241761360001,0.14820390194654465,9,1.052407,0.010282611474394798,0.02989603951573372,0.01961342804133892,1.0
14,unamb_sg_pl,sg,unamb,pl,Der Verweis in der Akte sind bekannt.,german_stimuli.csv,german,1.4149777,-0.04322356487576712,0.040172543725260544,0.08339610860102767,1.3092735,-0.03647346334786798,0.09852996090172146,0.13500342424958944,9,0.9377162,0.005518598482012749,0.015678120777010918,0.010159522294998169,0.0
14,unamb_pl_sg,pl,unamb,sg,Der Verweis in den Akten ist bekannt.,german_stimuli.csv,german,1.2248738,-0.09151612898442137,0.03793937735684312,0.1294555063412645,1.3655165,-0.04518584403782531,0.10903031854317144,0.15421616258099674,9,0.91242325,-0.0013320371508598328,0.0262129083275795,0.02754494547843933,1.0
14,unamb_pl_pl,pl,unamb,pl,Der Verweis in den Akten sind bekannt.,german_stimuli.csv,german,1.3366336,-0.08404218368905716,0.03811076141009394,0.12215294509915112,1.3143573,-0.05319342510270085,0.09501404874531422,0.14820747384801508,9,0.7975118,0.0009038113057613373,0.017833132296800613,0.016929320991039276,1.0
15,amb_sg_sg,sg,amb,sg,Der Kredit für die Grossbank ist bekannt.,german_stimuli.csv,german,1.4975419,-0.09470308904823241,0.022527251425310625,0.11723034047354304,1.5741208,-0.12179308410582312,0.044976960328992524,0.16677004443481563,9,1.0766251,0.013017736375331879,0.03259113058447838,0.0195733942091465,1.0
15,amb_sg_pl,sg,amb,pl,Der Kredit für die Grossbank sind bekannt.,german_stimuli.csv,german,1.5439597,-0.07860508899645993,0.02635387629381967,0.1049589652902796,1.4754941,-0.1417727700919349,0.027724898837463152,0.16949766892939805,9,1.0168809,0.0026861540973186493,0.021149631589651108,0.01846347749233246,1.0
15,amb_pl_sg,pl,amb,sg,Der Kredit für die Grossbanken ist bekannt.,german_stimuli.csv,german,1.5000219,-0.10068878897558306,0.02243223173069282,0.12312102070627588,1.5550091,-0.12648302021825514,0.042740823296664156,0.1692238435149193,9,1.0634936,0.01023942418396473,0.032230716198682785,0.021991292014718056,1.0
15,amb_pl_pl,pl,amb,pl,Der Kredit für die Grossbanken sind bekannt.,german_stimuli.csv,german,1.5225737,-0.08454930216500997,0.02499320986028124,0.10954251202529122,1.502426,-0.1702924181716937,0.025538698676000227,0.19583111684769391,9,1.0257615,0.00024653971195220947,0.02368370071053505,0.02343716099858284,1.0
15,unamb_sg_sg,sg,unamb,sg,Der Kredit von der Grossbank ist bekannt.,german_stimuli.csv,german,1.471331,-0.0881008284412701,0.024716716885927782,0.11281754532719787,1.551755,-0.12061826603129248,0.0438416011853542,0.16445986721664668,9,1.1240097,0.020483525469899178,0.037396278232336044,0.016912752762436867,1.0
15,unamb_sg_pl,sg,unamb,pl,Der Kredit von der Grossbank sind bekannt.,german_stimuli.csv,german,1.5302932,-0.0645980313839118,0.02882860633430937,0.09342663771822117,1.4724056,-0.14033692194994413,0.030120510841646565,0.1704574327915907,9,1.0119499,0.006173999980092049,0.022501109167933464,0.016327109187841415,1.0
15,unamb_pl_sg,pl,unamb,sg,Der Kredit von den Grossbanken ist bekannt.,german_stimuli.csv,german,1.4889416,-0.10125834358942143,0.025359028425458518,0.12661737201487994,1.5109441,-0.12886623500548827,0.038558680492634285,0.16742491549812258,9,1.16033,0.018279284238815308,0.03896038234233856,0.020681098103523254,1.0
15,unamb_pl_pl,pl,unamb,pl,Der Kredit von den Grossbanken sind bekannt.,german_stimuli.csv,german,1.5188239,-0.07863012149011865,0.02796961018627826,0.10659973167639691,1.5102961,-0.1724969874601217,0.025375588657393856,0.19787257611751558,9,1.1101402,0.012821592390537262,0.03490818291902542,0.02208659052848816,1.0
16,amb_sg_sg,sg,amb,sg,Das Gespräch über das Mädchen ist bekannt.,german_stimuli.csv,german,1.3633212,-0.054129668480533945,0.057226137403761534,0.11135580588429547,1.3521068,-0.02784503959118343,0.10832110391930723,0.13616614351049067,9,1.0080405,0.010516347363591194,0.028294486925005913,0.01777813956141472,1.0
16,amb_sg_pl,sg,amb,pl,Das Gespräch über das Mädchen sind bekannt.,german_stimuli.csv,german,1.4225878,-0.07374720699990478,0.04815305407046351,0.12190026107036829,1.3376248,-0.05000113071872231,0.08733326140792731,0.1373343921266496,9,0.9490673,0.009903076104819775,0.019348621368408203,0.009445545263588428,0.0
16,amb_pl_sg,pl,amb,sg,Das Gespräch über die Mädchen ist bekannt.,german_stimuli.csv,german,1.3369751,-0.06506177420658502,0.05920506399918225,0.12426683820576727,1.3651069,-0.034055967535813324,0.10114896120504571,0.13520492874085904,9,1.0144275,0.009982559829950333,0.028500527143478394,0.01851796731352806,1.0
16,amb_pl_pl,pl,amb,pl,Das Gespräch über die Mädchen sind bekannt.,german_stimuli.csv,german,1.3816757,-0.0815884308740122,0.050227010195180985,0.13181544106919318,1.3688682,-0.06375978514547899,0.08305179039020584,0.14681157553568483,9,0.9668727,0.007134215906262398,0.02095406875014305,0.013819852843880653,0.0
16,unamb_sg_sg,sg,unamb,sg,Das Gespräch mit dem Mädchen ist bekannt.,german_stimuli.csv,german,1.3550264,-0.06483918729562896,0.051892479693388005,0.11673166698901696,1.3157008,-0.04781387806869519,0.08521811841056275,0.13303199647925795,9,0.98987585,0.012118366546928883,0.026861824095249176,0.014743457548320293,0.0
16,unamb_sg_pl,sg,unamb,pl,Das Gespräch mit dem Mädchen sind bekannt.,german_stimuli.csv,german,1.4447548,-0.07466820227779784,0.04388704747364578,0.11855524975144363,1.3360727,-0.06425637614446367,0.06982736508363252,0.1340837412280962,9,0.9831911,0.011960219591856003,0.018827710300683975,0.006867490708827972,0.0
16,unamb_pl_sg,pl,unamb,sg,Das Gespräch mit den Mädchen ist bekannt.,german_stimuli.csv,german,1.3613628,-0.0672387548403065,0.051962080134401914,0.11920083497470842,1.3089348,-0.052747722552155096,0.07892085011117445,0.13166857266332954,9,1.0264316,0.010155923664569855,0.027072899043560028,0.016916975378990173,0.0
16,unamb_pl_pl,pl,unamb,pl,Das Gespräch mit den Mädchen sind bekannt.,german_stimuli.csv,german,1.4208397,-0.07715103318795506,0.043813868153403136,0.1209649013413582,1.3604538,-0.07443803893401443,0.06689231246710599,0.14133035140112044,9,0.9960077,0.007385000586509705,0.019969111308455467,0.012584110721945763,0.0
17,amb_sg_sg,sg,amb,sg,Das Buch über die Bibliothek ist bekannt.,german_stimuli.csv,german,1.3491259,-0.05951151095969953,0.03515449638024757,0.0946660073399471,1.4365933,-0.1057862180513764,0.05240744173103327,0.15819365978240968,9,1.0234728,0.01188410073518753,0.029874734580516815,0.017990633845329285,1.0
17,amb_sg_pl,sg,amb,pl,Das Buch über die Bibliothek sind bekannt.,german_stimuli.csv,german,1.4047544,-0.06747361006984764,0.03376479561573316,0.1012384056855808,1.3681986,-0.10933085728616876,0.03691910577757793,0.14624996306374669,9,0.88118815,0.010751388035714626,0.023716619238257408,0.012965231202542782,1.0
17,amb_pl_sg,pl,amb,sg,Das Buch über die Bibliotheken ist bekannt.,german_stimuli.csv,german,1.3400505,-0.05192877622259873,0.0370478804052935,0.08897665662789223,1.4348052,-0.08926568268437061,0.05875546611275401,0.14802114879712464,9,0.97740656,0.022411789745092392,0.032094474881887436,0.009682685136795044,1.0
17,amb_pl_pl,pl,amb,pl,Das Buch über die Bibliotheken sind bekannt.,german_stimuli.csv,german,1.3957272,-0.04514556746337419,0.03537692009729128,0.08052248756066546,1.3699702,-0.12441624505259812,0.032487562859423745,0.15690380791202188,9,0.9016935,0.01585070975124836,0.027193984016776085,0.011343274265527725,1.0
17,unamb_sg_sg,sg,unamb,sg,Das Buch in der Bibliothek ist bekannt.,german_stimuli.csv,german,1.3298428,-0.06179481170829726,0.034921507332272686,0.09671631904056995,1.4232309,-0.11260935326509625,0.04566188298694342,0.15827123625203968,9,1.1009963,0.009004700928926468,0.02474694326519966,0.015742242336273193,0.0
17,unamb_sg_pl,sg,unamb,pl,Das Buch in der Bibliothek sind bekannt.,german_stimuli.csv,german,1.3890625,-0.05743679835286235,0.03142245962372039,0.08885925797658274,1.3390534,-0.11794074643163621,0.02836944349349798,0.14631018992513417,9,0.94108635,0.005486886948347092,0.01714571937918663,0.011658832430839539,0.0
17,unamb_pl_sg,pl,unamb,sg,Das Buch in den Bibliotheken ist bekannt.,german_stimuli.csv,german,1.3420599,-0.042719063130227664,0.036662393486783615,0.07938145661701128,1.3958286,-0.10381182785437595,0.0451091717061292,0.14892099956050514,9,1.0457282,0.01802326086908579,0.02863357588648796,0.010610315017402172,1.0
17,unamb_pl_pl,pl,unamb,pl,Das Buch in den Bibliotheken sind bekannt.,german_stimuli.csv,german,1.3861669,-0.028304426864986354,0.03356629483715743,0.061870721702143784,1.3308985,-0.13177466818433187,0.024264628465064546,0.15603929664939642,9,0.9297299,0.012551807798445225,0.022008834406733513,0.009457026608288288,1.0
18,amb_sg_sg,sg,amb,sg,Das Bild für die Frau ist bekannt.,german_stimuli.csv,german,1.3660506,-0.016832621547109294,0.09556393229131617,0.11239655383842546,1.4702976,-0.08673216262802962,0.05724521316617247,0.14397737579420208,9,1.0177898,0.00920738186687231,0.022672927007079124,0.013465545140206814,0.0
18,amb_sg_pl,sg,amb,pl,Das Bild für die Frau sind bekannt.,german_stimuli.csv,german,1.408277,-0.030022476707568524,0.08663510378445997,0.1166575804920285,1.4094003,-0.10115663402140644,0.04004737639441582,0.14120401041582226,9,0.8224019,0.004535137675702572,0.011109655722975731,0.006574518047273159,0.0
18,amb_pl_sg,pl,amb,sg,Das Bild für die Frauen ist bekannt.,german_stimuli.csv,german,1.3800477,-0.017076693590855063,0.09085324441847384,0.1079299380093289,1.4910858,-0.09455675873849757,0.05985747659634583,0.15441423533484339,9,1.0145899,0.014189633540809155,0.027748456224799156,0.013558822683990002,1.0
18,amb_pl_pl,pl,amb,pl,Das Bild für die Frauen sind bekannt.,german_stimuli.csv,german,1.4341857,-0.014894738832405375,0.08442214205832313,0.0993168808907285,1.4411254,-0.13259687996261565,0.03997559030748159,0.17257247027009726,9,0.93055135,0.009249301627278328,0.018540097400546074,0.009290795773267746,0.0
18,unamb_sg_sg,sg,unamb,sg,Das Bild mit der Frau ist bekannt.,german_stimuli.csv,german,1.3387969,-0.004007471016142872,0.09455057325024027,0.09855804426638315,1.4245453,-0.07996155954860158,0.058655285742506315,0.1386168452911079,9,1.0282685,0.013839762657880783,0.026291493326425552,0.01245173066854477,0.0
18,unamb_sg_pl,sg,unamb,pl,Das Bild mit der Frau sind bekannt.,german_stimuli.csv,german,1.4008552,-0.00604226108049768,0.08852435867605384,0.09456661975655152,1.3849577,-0.09591329854337681,0.041801966914141585,0.1377152654575184,9,0.82715297,0.007091596722602844,0.012400835752487183,0.005309239029884338,0.0
18,unamb_pl_sg,pl,unamb,sg,Das Bild mit den Frauen ist bekannt.,german_stimuli.csv,german,1.3539472,0.0011119045455868283,0.09059022546175557,0.08947832091616874,1.4094205,-0.09291477403569463,0.054803351266649925,0.14771812530234457,9,1.0287218,0.01382692251354456,0.026766937226057053,0.012940014712512493,1.0
18,unamb_pl_pl,pl,unamb,pl,Das Bild mit den Frauen sind bekannt.,german_stimuli.csv,german,1.4196328,0.005401762611005801,0.08668773957568784,0.08128597696468205,1.4118922,-0.12249202411497147,0.04036097107579797,0.16285299519076943,9,0.94661915,0.01069396547973156,0.019254416227340698,0.008560450747609138,0.0
19,amb_sg_sg,sg,amb,sg,Das Telegramm für die Sängerin ist bekannt.,german_stimuli.csv,german,1.410327,-0.0993515921697103,0.04640185880829861,0.1457534509780089,1.5061964,-0.11333002411895454,0.06287981820157708,0.1762098423205316,9,1.0299193,0.01760934852063656,0.03199534863233566,0.014386000111699104,0.0
19,amb_sg_pl,sg,amb,pl,Das Telegramm für die Sängerin sind bekannt.,german_stimuli.csv,german,1.4494296,-0.0861376832286254,0.044887780300305734,0.13102546352893113,1.4605548,-0.0948349700853869,0.06359858237349544,0.15843355245888233,9,0.9415098,0.01364152878522873,0.023515520617365837,0.009873991832137108,0.0
19,amb_pl_sg,pl,amb,sg,Das Telegramm für die Sängerinnen ist bekannt.,german_stimuli.csv,german,1.5288912,-0.0917231499678138,0.04408355862592259,0.1358067085937364,1.5364435,-0.10733961129846552,0.06417039914702496,0.17151001044549047,9,0.9993411,0.015657315962016582,0.030199803411960602,0.01454248744994402,0.0
19,amb_pl_pl,pl,amb,pl,Das Telegramm für die Sängerinnen sind bekannt.,german_stimuli.csv,german,1.5502442,-0.07275704515933512,0.043275072125732096,0.11603211728506721,1.5280927,-0.10760129758310981,0.0627373291816049,0.17033862676471473,9,0.9138776,0.009415728971362114,0.020651832222938538,0.011236103251576424,0.0
19,unamb_sg_sg,sg,unamb,sg,Das Telegramm von der Sängerin ist bekannt.,german_stimuli.csv,german,1.416269,-0.09251132385015523,0.04549531654502346,0.13800664039517868,1.5236013,-0.11441170730487427,0.062118328745952044,0.17653003605082632,9,1.0560706,0.014698726125061512,0.029190104454755783,0.014491378329694271,0.0
19,unamb_sg_pl,sg,unamb,pl,Das Telegramm von der Sängerin sind bekannt.,german_stimuli.csv,german,1.4808141,-0.06742071852197,0.04392968377877082,0.11135040230074082,1.4923229,-0.09109115679314349,0.06537387106070305,0.15646502785384656,9,0.95085084,0.011114798486232758,0.02102019265294075,0.009905394166707993,0.0
19,unamb_pl_sg,pl,unamb,sg,Das Telegramm von den Sängerinnen ist bekannt.,german_stimuli.csv,german,1.5072768,-0.09191019379432248,0.04570842984903436,0.13761862364335684,1.5225253,-0.10762073412991349,0.06464115039923009,0.17226188452914357,9,1.0625218,0.013251349329948425,0.029886141419410706,0.01663479208946228,0.0
19,unamb_pl_pl,pl,unamb,pl,Das Telegramm von den Sängerinnen sind bekannt.,german_stimuli.csv,german,1.5498697,-0.0648146291265789,0.045070731329667525,0.10988536045624642,1.5719175,-0.10658268138742102,0.0664663630353843,0.1730490444228053,9,0.9480618,0.007339932024478912,0.020595505833625793,0.013255573809146881,0.0
20,amb_sg_sg,sg,amb,sg,Das Gerücht über die Kleinstadt ist bekannt.,german_stimuli.csv,german,1.3403156,-0.07217538663750815,0.04756021109135986,0.11973559772886802,1.3853362,-0.07728350841218114,0.09047563859483719,0.16775914700701833,9,0.9889952,0.029961111024022102,0.04350874572992325,0.013547634705901146,1.0
20,amb_sg_pl,sg,amb,pl,Das Gerücht über die Kleinstadt sind bekannt.,german_stimuli.csv,german,1.4493191,-0.05498002756708616,0.05700340803500126,0.11198343560208741,1.3147372,-0.06791011603398245,0.08471931127516556,0.15262942730914802,9,0.9681789,0.033457632176578045,0.043009571731090546,0.0095519395545125,1.0
20,amb_pl_sg,pl,amb,sg,Das Gerücht über die Kleinstädte ist bekannt.,german_stimuli.csv,german,1.430273,-0.06374178522184196,0.04570230615280195,0.1094440913746439,1.472173,-0.05312802992867667,0.0947495859943853,0.14787761592306198,9,0.9857257,0.029682373628020287,0.04202045127749443,0.012338077649474144,1.0
20,amb_pl_pl,pl,amb,pl,Das Gerücht über die Kleinstädte sind bekannt.,german_stimuli.csv,german,1.4959005,-0.06523807405105231,0.0521534601244241,0.1173915341754764,1.4359502,-0.0824844681949605,0.07791987794327841,0.1604043461382389,9,0.97888756,0.025766704231500626,0.03934586048126221,0.013579156249761581,1.0
20,unamb_sg_sg,sg,unamb,sg,Das Gerücht in der Kleinstadt ist bekannt.,german_stimuli.csv,german,1.3820137,-0.0665129565896109,0.04587527914096654,0.11238823573057743,1.4230236,-0.07945269940013314,0.08551212085818624,0.16496482025831938,9,1.0287871,0.03039354644715786,0.04087594524025917,0.01048239879310131,1.0
20,unamb_sg_pl,sg,unamb,pl,Das Gerücht in der Kleinstadt sind bekannt.,german_stimuli.csv,german,1.4986695,-0.03173144052354928,0.0540521762063463,0.08578361672989558,1.3033078,-0.06282007157257258,0.08657425531731487,0.14939432688988746,9,1.0196977,0.026517207734286785,0.03501885011792183,0.008501642383635044,1.0
20,unamb_pl_sg,pl,unamb,sg,Das Gerücht in den Kleinstädten ist bekannt.,german_stimuli.csv,german,1.4828578,-0.06728000152393747,0.04614033101792643,0.1134203325418639,1.5005171,-0.07351217746398135,0.08569993282073454,0.15921211028471588,9,1.0615392,0.028678998351097107,0.040029652416706085,0.011350654065608978,1.0
20,unamb_pl_pl,pl,unamb,pl,Das Gerücht in den Kleinstädten sind bekannt.,german_stimuli.csv,german,1.543342,-0.05546382818586153,0.05161592016327177,0.1070797483491333,1.437391,-0.09257574242144714,0.07245307618215788,0.16502881860360502,9,1.0272236,0.02080234047025442,0.032336387783288956,0.011534047313034534,1.0
21,amb_sg_sg,sg,amb,sg,Das Geschenk für die Tante ist bekannt.,german_stimuli.csv,german,1.3737481,-0.09917980336980019,0.03809984276075955,0.13727964613055973,1.4424884,-0.11263333902739145,0.05928392280779622,0.17191726183518768,9,1.0615191,0.012303265742957592,0.025211451575160027,0.012908185832202435,0.0
21,amb_sg_pl,sg,amb,pl,Das Geschenk für die Tante sind bekannt.,german_stimuli.csv,german,1.3965113,-0.09164789791957258,0.03848338699808853,0.1301312849176611,1.3924006,-0.11345172371656449,0.05118880061491578,0.16464052433148027,9,0.91203403,0.007681209594011307,0.015911607071757317,0.00823039747774601,0.0
21,amb_pl_sg,pl,amb,sg,Das Geschenk für die Tanten ist bekannt.,german_stimuli.csv,german,1.4737625,-0.10482518915838454,0.0419075547242187,0.14673274388260324,1.4664209,-0.10581290972233064,0.057079757574943234,0.16289266729727386,9,1.0414246,0.014787395484745502,0.026697903871536255,0.011910508386790752,0.0
21,amb_pl_pl,pl,amb,pl,Das Geschenk für die Tanten sind bekannt.,german_stimuli.csv,german,1.4970193,-0.0857894953392588,0.0435333307518249,0.1293228260910837,1.4481444,-0.12166056184361347,0.04864791447033516,0.17030847631394863,9,0.9371345,0.007427666336297989,0.017115026712417603,0.009687360376119614,0.0
21,unamb_sg_sg,sg,unamb,sg,Das Geschenk von der Tante ist bekannt.,german_stimuli.csv,german,1.3664589,-0.09050305897750151,0.03642595440009244,0.12692901337759394,1.4549987,-0.11323730351670372,0.05371345931397094,0.16695076283067464,9,1.0354707,0.011652152985334396,0.023431789129972458,0.011779636144638062,0.0
21,unamb_sg_pl,sg,unamb,pl,Das Geschenk von der Tante sind bekannt.,german_stimuli.csv,german,1.4221363,-0.06597165335126065,0.038617740831506486,0.10458939418276714,1.4021952,-0.11620181479746572,0.04601467049425371,0.16221648529171945,9,0.8497583,0.006365504115819931,0.013986364006996155,0.007620859891176224,0.0
21,unamb_pl_sg,pl,unamb,sg,Das Geschenk von den Tanten ist bekannt.,german_stimuli.csv,german,1.4453068,-0.10709124601131634,0.042641101952119696,0.14973234796343604,1.4383371,-0.1067155545966749,0.0552548768540795,0.1619704314507544,9,1.0911481,0.009097833186388016,0.024212747812271118,0.015114914625883102,0.0
21,unamb_pl_pl,pl,unamb,pl,Das Geschenk von den Tanten sind bekannt.,german_stimuli.csv,german,1.5138743,-0.07167180676913176,0.04720091458004845,0.11887272134918021,1.4484855,-0.12128468979529687,0.04844129863746812,0.169725988432765,9,0.9351922,0.004266706295311451,0.015074282884597778,0.010807576589286327,0.0
22,amb_sg_sg,sg,amb,sg,Die Beratung über die Fabrik ist bekannt.,german_stimuli.csv,german,1.4643595,-0.08764659816942252,0.04439460570742132,0.13204120387684384,1.4096012,-0.02602115478113263,0.10318983244031699,0.1292109872214496,9,1.1147686,0.027838807553052902,0.04370647668838501,0.015867669135332108,1.0
