lg,item,syn,sentence,condition,headn,attn,verbn
turkish,36,1,Kadınların jinekoloğu boş bir caddede yürüdü,condition_b,sg,pl,sg
turkish,36,1,Kadının jinekoloğu boş bir caddede yürüdülar,condition_c,sg,sg,pl
turkish,36,1,Kadının jinekoloğu boş bir caddede yürüdü,condition_d,sg,sg,sg
turkish,37,1,Politikacıların tercümanı toplantıdan sonra birden sarardılar,condition_a,sg,pl,pl
turkish,37,1,Politikacıların tercümanı toplantıdan sonra birden sarardı,condition_b,sg,pl,sg
turkish,37,1,Politikacının tercümanı toplantıdan sonra birden sarardılar,condition_c,sg,sg,pl
turkish,37,1,Politikacının tercümanı toplantıdan sonra birden sarardı,condition_d,sg,sg,sg
turkish,38,1,Mühendislerin işvereni yabancı bir ülkede kayboldular,condition_a,sg,pl,pl
turkish,38,1,Mühendislerin işvereni yabancı bir ülkede kayboldu,condition_b,sg,pl,sg
turkish,38,1,Mühendisin işvereni yabancı bir ülkede kayboldular,condition_c,sg,sg,pl
turkish,38,1,Mühendisin işvereni yabancı bir ülkede kayboldu,condition_d,sg,sg,sg
russian,1,0,Абонемент на концерт был дорогим из-за участия популярных артистов,SG-SG-SG,SG,SG,SG
russian,1,0,Абонемент на концерт были дорогими из-за участия популярных артистов,SG-SG-PL,SG,SG,PL
russian,1,0,Абонемент на концерты был дорогим из-за участия популярных артистов,SG-PL-SG,SG,PL,SG
russian,1,0,Абонемент на концерты были дорогими из-за участия популярных артистов,SG-PL-PL,SG,PL,PL
russian,1,0,Абонементы на концерт был дорогим из-за участия популярных артистов,PL-SG-SG,PL,SG,SG
russian,1,0,Абонементы на концерт были дорогими из-за участия популярных артистов,PL-SG-PL,PL,SG,PL
russian,1,0,Абонементы на концерты был дорогим из-за участия популярных артистов,PL-PL-SG,PL,PL,SG
russian,1,0,Абонементы на концерты были дорогими из-за участия популярных артистов,PL-PL-PL,PL,PL,PL
russian,2,0,Анекдот про экзамен для строгого пожилого учителя был обидным,SG-SG-SG,SG,SG,SG
russian,2,0,Анекдот про экзамен для строгого пожилого учителя были обидными,SG-SG-PL,SG,SG,PL
russian,2,0,Анекдот про экзамены для строгого пожилого учителя был обидным,SG-PL-SG,SG,PL,SG
russian,2,0,Анекдот про экзамены для строгого пожилого учителя были обидными,SG-PL-PL,SG,PL,PL
russian,2,0,Анекдоты про экзамен для строгого пожилого учителя был обидным,PL-SG-SG,PL,SG,SG
russian,2,0,Анекдоты про экзамен для строгого пожилого учителя были обидными,PL-SG-PL,PL,SG,PL
russian,2,0,Анекдоты про экзамены для строгого пожилого учителя был обидным,PL-PL-SG,PL,PL,SG
russian,2,0,Анекдоты про экзамены для строгого пожилого учителя были обидными,PL-PL-PL,PL,PL,PL
russian,3,0,Арка во двор в несущей конструкции здания была проделана,SG-SG-SG,SG,SG,SG
russian,3,0,Арка во двор в несущей конструкции здания были проделаны,SG-SG-PL,SG,SG,PL
russian,3,0,Арка во дворы в несущей конструкции здания была проделана,SG-PL-SG,SG,PL,SG
russian,3,0,Арка во дворы в несущей конструкции здания были проделаны,SG-PL-PL,SG,PL,PL
russian,3,0,Арки во двор в несущей конструкции здания была проделана,PL-SG-SG,PL,SG,SG
russian,3,0,Арки во двор в несущей конструкции здания были проделаны,PL-SG-PL,PL,SG,PL
russian,3,0,Арки во дворы в несущей конструкции здания была проделана,PL-PL-SG,PL,PL,SG
russian,3,0,Арки во дворы в несущей конструкции здания были проделаны,PL-PL-PL,PL,PL,PL
russian,4,0,Атака на крепость из-за стратегической ошибки полководца была безуспешной,SG-SG-SG,SG,SG,SG
russian,4,0,Атака на крепость из-за стратегической ошибки полководца были безуспешными,SG-SG-PL,SG,SG,PL
russian,4,0,Атака на крепости из-за стратегической ошибки полководца была безуспешной,SG-PL-SG,SG,PL,SG
russian,4,0,Атака на крепости из-за стратегической ошибки полководца были безуспешными,SG-PL-PL,SG,PL,PL
russian,4,0,Атаки на крепость из-за стратегической ошибки полководца была безуспешной,PL-SG-SG,PL,SG,SG
russian,4,0,Атаки на крепость из-за стратегической ошибки полководца были безуспешными,PL-SG-PL,PL,SG,PL
russian,4,0,Атаки на крепости из-за стратегической ошибки полководца была безуспешной,PL-PL-SG,PL,PL,SG
russian,4,0,Атаки на крепости из-за стратегической ошибки полководца были безуспешными,PL-PL-PL,PL,PL,PL
russian,5,0,Билет в музей во время уличной демонстрации был утерян,SG-SG-SG,SG,SG,SG
russian,5,0,Билет в музей во время уличной демонстрации были утеряны,SG-SG-PL,SG,SG,PL
russian,5,0,Билет в музеи во время уличной демонстрации был утерян,SG-PL-SG,SG,PL,SG
russian,5,0,Билет в музеи во время уличной демонстрации были утеряны,SG-PL-PL,SG,PL,PL
russian,5,0,Билеты в музей во время уличной демонстрации был утерян,PL-SG-SG,PL,SG,SG
russian,5,0,Билеты в музей во время уличной демонстрации были утеряны,PL-SG-PL,PL,SG,PL
russian,5,0,Билеты в музеи во время уличной демонстрации был утерян,PL-PL-SG,PL,PL,SG
russian,5,0,Билеты в музеи во время уличной демонстрации были утеряны,PL-PL-PL,PL,PL,PL
russian,6,0,Взгляд на снимок из-под длинных опущенных ресниц был брошен,SG-SG-SG,SG,SG,SG
russian,6,0,Взгляд на снимок из-под длинных опущенных ресниц были брошены,SG-SG-PL,SG,SG,PL
russian,6,0,Взгляд на снимки из-под длинных опущенных ресниц был брошен,SG-PL-SG,SG,PL,SG
russian,6,0,Взгляд на снимки из-под длинных опущенных ресниц были брошены,SG-PL-PL,SG,PL,PL
russian,6,0,Взгляды на снимок из-под длинных опущенных ресниц был брошен,PL-SG-SG,PL,SG,SG
russian,6,0,Взгляды на снимок из-под длинных опущенных ресниц были брошены,PL-SG-PL,PL,SG,PL
russian,6,0,Взгляды на снимки из-под длинных опущенных ресниц был брошен,PL-PL-SG,PL,PL,SG
russian,6,0,Взгляды на снимки из-под длинных опущенных ресниц были брошены,PL-PL-PL,PL,PL,PL
russian,7,0,Возражение на упрёк без излишне бурных эмоций было принято,SG-SG-SG,SG,SG,SG
russian,7,0,Возражение на упрёк без излишне бурных эмоций были приняты,SG-SG-PL,SG,SG,PL
russian,7,0,Возражение на упреки без излишне бурных эмоций было принято,SG-PL-SG,SG,PL,SG
russian,7,0,Возражение на упреки без излишне бурных эмоций были приняты,SG-PL-PL,SG,PL,PL
russian,7,0,Возражения на упрёк без излишне бурных эмоций было принято,PL-SG-SG,PL,SG,SG
russian,7,0,Возражения на упрёк без излишне бурных эмоций были приняты,PL-SG-PL,PL,SG,PL
russian,7,0,Возражения на упреки без излишне бурных эмоций было принято,PL-PL-SG,PL,PL,SG
russian,7,0,Возражения на упреки без излишне бурных эмоций были приняты,PL-PL-PL,PL,PL,PL
russian,8,0,Выстрел в цель из-за сбитого прицела ружья был неточным,SG-SG-SG,SG,SG,SG
russian,8,0,Выстрел в цель из-за сбитого прицела ружья были неточными,SG-SG-PL,SG,SG,PL
russian,8,0,Выстрел в цели из-за сбитого прицела ружья был неточным,SG-PL-SG,SG,PL,SG
russian,8,0,Выстрел в цели из-за сбитого прицела ружья были неточными,SG-PL-PL,SG,PL,PL
russian,8,0,Выстрелы в цель из-за сбитого прицела ружья был неточным,PL-SG-SG,PL,SG,SG
russian,8,0,Выстрелы в цель из-за сбитого прицела ружья были неточными,PL-SG-PL,PL,SG,PL
russian,8,0,Выстрелы в цели из-за сбитого прицела ружья был неточным,PL-PL-SG,PL,PL,SG
russian,8,0,Выстрелы в цели из-за сбитого прицела ружья были неточными,PL-PL-PL,PL,PL,PL
russian,9,0,Дорога через лес для снабжения людей провизией была проложена,SG-SG-SG,SG,SG,SG
russian,9,0,Дорога через лес для снабжения людей провизией были проложены,SG-SG-PL,SG,SG,PL
russian,9,0,Дорога через леса для снабжения людей провизией была проложена,SG-PL-SG,SG,PL,SG
russian,9,0,Дорога через леса для снабжения людей провизией были проложены,SG-PL-PL,SG,PL,PL
russian,9,0,Дороги через лес для снабжения людей провизией была проложена,PL-SG-SG,PL,SG,SG
russian,9,0,Дороги через лес для снабжения людей провизией были проложены,PL-SG-PL,PL,SG,PL
russian,9,0,Дороги через леса для снабжения людей провизией была проложена,PL-PL-SG,PL,PL,SG
russian,9,0,Дороги через леса для снабжения людей провизией были проложены,PL-PL-PL,PL,PL,PL
russian,10,0,Жалоба на боль из-за нарушения дыхания пациента была тихой,SG-SG-SG,SG,SG,SG
russian,10,0,Жалоба на боль из-за нарушения дыхания пациента были тихими,SG-SG-PL,SG,SG,PL
russian,10,0,Жалоба на боли из-за нарушения дыхания пациента была тихой,SG-PL-SG,SG,PL,SG
russian,10,0,Жалоба на боли из-за нарушения дыхания пациента были тихими,SG-PL-PL,SG,PL,PL
russian,10,0,Жалобы на боль из-за нарушения дыхания пациента была тихой,PL-SG-SG,PL,SG,SG
russian,10,0,Жалобы на боль из-за нарушения дыхания пациента были тихими,PL-SG-PL,PL,SG,PL
russian,10,0,Жалобы на боли из-за нарушения дыхания пациента была тихой,PL-PL-SG,PL,PL,SG
russian,10,0,Жалобы на боли из-за нарушения дыхания пациента были тихими,PL-PL-PL,PL,PL,PL
russian,11,0,История про убийство в присутствии маленьких детей была рассказана,SG-SG-SG,SG,SG,SG
russian,11,0,История про убийство в присутствии маленьких детей были рассказаны,SG-SG-PL,SG,SG,PL
russian,11,0,История про убийства в присутствии маленьких детей была рассказана,SG-PL-SG,SG,PL,SG
russian,11,0,История про убийства в присутствии маленьких детей были рассказаны,SG-PL-PL,SG,PL,PL
russian,11,0,Истории про убийство в присутствии маленьких детей была рассказана,PL-SG-SG,PL,SG,SG
russian,11,0,Истории про убийство в присутствии маленьких детей были рассказаны,PL-SG-PL,PL,SG,PL
russian,11,0,Истории про убийства в присутствии маленьких детей была рассказана,PL-PL-SG,PL,PL,SG
russian,11,0,Истории про убийства в присутствии маленьких детей были рассказаны,PL-PL-PL,PL,PL,PL
russian,12,0,Кредит на участок из-за высокой стоимости земли был долгосрочным,SG-SG-SG,SG,SG,SG
russian,12,0,Кредит на участок из-за высокой стоимости земли были долгосрочными,SG-SG-PL,SG,SG,PL
russian,12,0,Кредит на участки из-за высокой стоимости земли был долгосрочным,SG-PL-SG,SG,PL,SG
russian,12,0,Кредит на участки из-за высокой стоимости земли были долгосрочными,SG-PL-PL,SG,PL,PL
russian,12,0,Кредиты на участок из-за высокой стоимости земли был долгосрочным,PL-SG-SG,PL,SG,SG
russian,12,0,Кредиты на участок из-за высокой стоимости земли были долгосрочными,PL-SG-PL,PL,SG,PL
russian,12,0,Кредиты на участки из-за высокой стоимости земли был долгосрочным,PL-PL-SG,PL,PL,SG
russian,12,0,Кредиты на участки из-за высокой стоимости земли были долгосрочными,PL-PL-PL,PL,PL,PL
russian,13,0,Кружево на наряд в вышитый шелковый мешочек было упаковано,SG-SG-SG,SG,SG,SG
russian,13,0,Кружево на наряд в вышитый шелковый мешочек были упакованы,SG-SG-PL,SG,SG,PL
russian,13,0,Кружево на наряды в вышитый шелковый мешочек было упаковано,SG-PL-SG,SG,PL,SG
russian,13,0,Кружево на наряды в вышитый шелковый мешочек были упакованы,SG-PL-PL,SG,PL,PL
russian,13,0,Кружева на наряд в вышитый шелковый мешочек было упаковано,PL-SG-SG,PL,SG,SG
russian,13,0,Кружева на наряд в вышитый шелковый мешочек были упакованы,PL-SG-PL,PL,SG,PL
russian,13,0,Кружева на наряды в вышитый шелковый мешочек было упаковано,PL-PL-SG,PL,PL,SG
russian,13,0,Кружева на наряды в вышитый шелковый мешочек были упакованы,PL-PL-PL,PL,PL,PL
russian,14,0,Легенда про замок в старинной летописи графства была записана,SG-SG-SG,SG,SG,SG
russian,14,0,Легенда про замок в старинной летописи графства были записаны,SG-SG-PL,SG,SG,PL
russian,14,0,Легенда про замки в старинной летописи графства была записана,SG-PL-SG,SG,PL,SG
russian,14,0,Легенда про замки в старинной летописи графства были записаны,SG-PL-PL,SG,PL,PL
russian,14,0,Легенды про замок в старинной летописи графства была записана,PL-SG-SG,PL,SG,SG
russian,14,0,Легенды про замок в старинной летописи графства были записаны,PL-SG-PL,PL,SG,PL
russian,14,0,Легенды про замки в старинной летописи графства была записана,PL-PL-SG,PL,PL,SG
russian,14,0,Легенды про замки в старинной летописи графства были записаны,PL-PL-PL,PL,PL,PL
russian,15,0,Лестница в подвал из-за отсутствия свободного места была крутой,SG-SG-SG,SG,SG,SG
russian,15,0,Лестница в подвал из-за отсутствия свободного места были крутыми,SG-SG-PL,SG,SG,PL
russian,15,0,Лестница в подвалы из-за отсутствия свободного места была крутой,SG-PL-SG,SG,PL,SG
russian,15,0,Лестница в подвалы из-за отсутствия свободного места были крутыми,SG-PL-PL,SG,PL,PL
russian,15,0,Лестницы в подвал из-за отсутствия свободного места была крутой,PL-SG-SG,PL,SG,SG
russian,15,0,Лестницы в подвал из-за отсутствия свободного места были крутыми,PL-SG-PL,PL,SG,PL
russian,15,0,Лестницы в подвалы из-за отсутствия свободного места была крутой,PL-PL-SG,PL,PL,SG
russian,15,0,Лестницы в подвалы из-за отсутствия свободного места были крутыми,PL-PL-PL,PL,PL,PL
russian,16,0,Мост через овраг после окончания военных действий был возведен,SG-SG-SG,SG,SG,SG
russian,16,0,Мост через овраг после окончания военных действий были возведены,SG-SG-PL,SG,SG,PL
russian,16,0,Мост через овраги после окончания военных действий был возведен,SG-PL-SG,SG,PL,SG
russian,16,0,Мост через овраги после окончания военных действий были возведены,SG-PL-PL,SG,PL,PL
russian,16,0,Мосты через овраг после окончания военных действий был возведен,PL-SG-SG,PL,SG,SG
russian,16,0,Мосты через овраг после окончания военных действий были возведены,PL-SG-PL,PL,SG,PL
russian,16,0,Мосты через овраги после окончания военных действий был возведен,PL-PL-SG,PL,PL,SG
russian,16,0,Мосты через овраги после окончания военных действий были возведены,PL-PL-PL,PL,PL,PL
russian,17,0,Налог на доход из-за смены политического курса был повышен,SG-SG-SG,SG,SG,SG
russian,17,0,Налог на доход из-за смены политического курса были повышены,SG-SG-PL,SG,SG,PL
russian,17,0,Налог на доходы из-за смены политического курса был повышен,SG-PL-SG,SG,PL,SG
russian,17,0,Налог на доходы из-за смены политического курса были повышены,SG-PL-PL,SG,PL,PL
russian,17,0,Налоги на доход из-за смены политического курса был повышен,PL-SG-SG,PL,SG,SG
russian,17,0,Налоги на доход из-за смены политического курса были повышены,PL-SG-PL,PL,SG,PL
russian,17,0,Налоги на доходы из-за смены политического курса был повышен,PL-PL-SG,PL,PL,SG
russian,17,0,Налоги на доходы из-за смены политического курса были повышены,PL-PL-PL,PL,PL,PL
russian,18,0,Нападение на банк с применением холодного оружия было совершено,SG-SG-SG,SG,SG,SG
russian,18,0,Нападение на банк с применением холодного оружия были совершены,SG-SG-PL,SG,SG,PL
russian,18,0,Нападение на банки с применением холодного оружия было совершено,SG-PL-SG,SG,PL,SG
russian,18,0,Нападение на банки с применением холодного оружия были совершены,SG-PL-PL,SG,PL,PL
russian,18,0,Нападения на банк с применением холодного оружия было совершено,PL-SG-SG,PL,SG,SG
russian,18,0,Нападения на банк с применением холодного оружия были совершены,PL-SG-PL,PL,SG,PL
russian,18,0,Нападения на банки с применением холодного оружия было совершено,PL-PL-SG,PL,PL,SG
russian,18,0,Нападения на банки с применением холодного оружия были совершены,PL-PL-PL,PL,PL,PL
russian,19,0,Окно в сад из-за сильного холодного ветра было закрыто,SG-SG-SG,SG,SG,SG
russian,19,0,Окно в сад из-за сильного холодного ветра были закрыты,SG-SG-PL,SG,SG,PL
russian,19,0,Окно в сады из-за сильного холодного ветра было закрыто,SG-PL-SG,SG,PL,SG
russian,19,0,Окно в сады из-за сильного холодного ветра были закрыты,SG-PL-PL,SG,PL,PL
russian,19,0,Окна в сад из-за сильного холодного ветра было закрыто,PL-SG-SG,PL,SG,SG
russian,19,0,Окна в сад из-за сильного холодного ветра были закрыты,PL-SG-PL,PL,SG,PL
russian,19,0,Окна в сады из-за сильного холодного ветра было закрыто,PL-PL-SG,PL,PL,SG
russian,19,0,Окна в сады из-за сильного холодного ветра были закрыты,PL-PL-PL,PL,PL,PL
russian,20,0,Ответ на вопрос из-за недостаточного знания материала был неверным,SG-SG-SG,SG,SG,SG
russian,20,0,Ответ на вопрос из-за недостаточного знания материала были неверными,SG-SG-PL,SG,SG,PL
russian,20,0,Ответ на вопросы из-за недостаточного знания материала был неверным,SG-PL-SG,SG,PL,SG
russian,20,0,Ответ на вопросы из-за недостаточного знания материала были неверными,SG-PL-PL,SG,PL,PL
russian,20,0,Ответы на вопрос из-за недостаточного знания материала был неверным,PL-SG-SG,PL,SG,SG
russian,20,0,Ответы на вопрос из-за недостаточного знания материала были неверными,PL-SG-PL,PL,SG,PL
russian,20,0,Ответы на вопросы из-за недостаточного знания материала был неверным,PL-PL-SG,PL,PL,SG
russian,20,0,Ответы на вопросы из-за недостаточного знания материала были неверными,PL-PL-PL,PL,PL,PL
russian,21,0,Очередь в театр из-за большого наплыва туристов была бесконечной,SG-SG-SG,SG,SG,SG
russian,21,0,Очередь в театр из-за большого наплыва туристов были бесконечными,SG-SG-PL,SG,SG,PL
russian,21,0,Очередь в театры из-за большого наплыва туристов была бесконечной,SG-PL-SG,SG,PL,SG
russian,21,0,Очередь в театры из-за большого наплыва туристов были бесконечными,SG-PL-PL,SG,PL,PL
russian,21,0,Очереди в театр из-за большого наплыва туристов была бесконечной,PL-SG-SG,PL,SG,SG
russian,21,0,Очереди в театр из-за большого наплыва туристов были бесконечными,PL-SG-PL,PL,SG,PL
russian,21,0,Очереди в театры из-за большого наплыва туристов была бесконечной,PL-PL-SG,PL,PL,SG
russian,21,0,Очереди в театры из-за большого наплыва туристов были бесконечными,PL-PL-PL,PL,PL,PL
russian,22,0,Переправа через ручей из-за тяжёлых погодных условий была опасной,SG-SG-SG,SG,SG,SG
russian,22,0,Переправа через ручей из-за тяжёлых погодных условий были опасными,SG-SG-PL,SG,SG,PL
russian,22,0,Переправа через ручьи из-за тяжёлых погодных условий была опасной,SG-PL-SG,SG,PL,SG
russian,22,0,Переправа через ручьи из-за тяжёлых погодных условий были опасными,SG-PL-PL,SG,PL,PL
russian,22,0,Переправы через ручей из-за тяжёлых погодных условий была опасной,PL-SG-SG,PL,SG,SG
russian,22,0,Переправы через ручей из-за тяжёлых погодных условий были опасными,PL-SG-PL,PL,SG,PL
russian,22,0,Переправы через ручьи из-за тяжёлых погодных условий была опасной,PL-PL-SG,PL,PL,SG
russian,22,0,Переправы через ручьи из-за тяжёлых погодных условий были опасными,PL-PL-PL,PL,PL,PL
russian,23,0,Песня про поезд для большинства отставных машинистов была грустной,SG-SG-SG,SG,SG,SG
russian,23,0,Песня про поезд для большинства отставных машинистов были грустными,SG-SG-PL,SG,SG,PL
russian,23,0,Песня про поезда для большинства отставных машинистов была грустной,SG-PL-SG,SG,PL,SG
russian,23,0,Песня про поезда для большинства отставных машинистов были грустными,SG-PL-PL,SG,PL,PL
russian,23,0,Песни про поезд для большинства отставных машинистов была грустной,PL-SG-SG,PL,SG,SG
russian,23,0,Песни про поезд для большинства отставных машинистов были грустными,PL-SG-PL,PL,SG,PL
russian,23,0,Песни про поезда для большинства отставных машинистов была грустной,PL-PL-SG,PL,PL,SG
russian,23,0,Песни про поезда для большинства отставных машинистов были грустными,PL-PL-PL,PL,PL,PL
russian,24,0,Письмо про поход из маленького сибирского посёлка было отправлено,SG-SG-SG,SG,SG,SG
russian,24,0,Письмо про поход из маленького сибирского посёлка были отправлены,SG-SG-PL,SG,SG,PL
russian,24,0,Письмо про походы из маленького сибирского посёлка было отправлено,SG-PL-SG,SG,PL,SG
russian,24,0,Письмо про походы из маленького сибирского посёлка были отправлены,SG-PL-PL,SG,PL,PL
russian,24,0,Письма про поход из маленького сибирского посёлка было отправлено,PL-SG-SG,PL,SG,SG
russian,24,0,Письма про поход из маленького сибирского посёлка были отправлены,PL-SG-PL,PL,SG,PL
russian,24,0,Письма про походы из маленького сибирского посёлка было отправлено,PL-PL-SG,PL,PL,SG
russian,24,0,Письма про походы из маленького сибирского посёлка были отправлены,PL-PL-PL,PL,PL,PL
russian,25,0,План на выходной из-за визита назойливых родственников был разрушен,SG-SG-SG,SG,SG,SG
russian,25,0,План на выходной из-за визита назойливых родственников были разрушены,SG-SG-PL,SG,SG,PL
russian,25,0,План на выходные из-за визита назойливых родственников был разрушен,SG-PL-SG,SG,PL,SG
russian,25,0,План на выходные из-за визита назойливых родственников были разрушены,SG-PL-PL,SG,PL,PL
russian,25,0,Планы на выходной из-за визита назойливых родственников был разрушен,PL-SG-SG,PL,SG,SG
russian,25,0,Планы на выходной из-за визита назойливых родственников были разрушены,PL-SG-PL,PL,SG,PL
russian,25,0,Планы на выходные из-за визита назойливых родственников был разрушен,PL-PL-SG,PL,PL,SG
russian,25,0,Планы на выходные из-за визита назойливых родственников были разрушены,PL-PL-PL,PL,PL,PL
russian,26,0,Поездка на остров для молодых влюблённых студентов была незабываемой,SG-SG-SG,SG,SG,SG
russian,26,0,Поездка на остров для молодых влюблённых студентов были незабываемыми,SG-SG-PL,SG,SG,PL
russian,26,0,Поездка на острова для молодых влюблённых студентов была незабываемой,SG-PL-SG,SG,PL,SG
russian,26,0,Поездка на острова для молодых влюблённых студентов были незабываемыми,SG-PL-PL,SG,PL,PL
russian,26,0,Поездки на остров для молодых влюблённых студентов была незабываемой,PL-SG-SG,PL,SG,SG
russian,26,0,Поездки на остров для молодых влюблённых студентов были незабываемыми,PL-SG-PL,PL,SG,PL
russian,26,0,Поездки на острова для молодых влюблённых студентов была незабываемой,PL-PL-SG,PL,PL,SG
russian,26,0,Поездки на острова для молодых влюблённых студентов были незабываемыми,PL-PL-PL,PL,PL,PL
russian,27,0,Полёт через пролив из-за усилившегося северного ветра был запрещён,SG-SG-SG,SG,SG,SG
russian,27,0,Полёт через пролив из-за усилившегося северного ветра были запрещены,SG-SG-PL,SG,SG,PL
russian,27,0,Полёт через проливы из-за усилившегося северного ветра был запрещён,SG-PL-SG,SG,PL,SG
russian,27,0,Полёт через проливы из-за усилившегося северного ветра были запрещены,SG-PL-PL,SG,PL,PL
russian,27,0,Полёты через пролив из-за усилившегося северного ветра был запрещён,PL-SG-SG,PL,SG,SG
russian,27,0,Полёты через пролив из-за усилившегося северного ветра были запрещены,PL-SG-PL,PL,SG,PL
russian,27,0,Полёты через проливы из-за усилившегося северного ветра был запрещён,PL-PL-SG,PL,PL,SG
russian,27,0,Полёты через проливы из-за усилившегося северного ветра были запрещены,PL-PL-PL,PL,PL,PL
russian,28,0,Прогулка через парк для ценителей ландшафтного дизайна была приятной,SG-SG-SG,SG,SG,SG
russian,28,0,Прогулка через парк для ценителей ландшафтного дизайна были приятными,SG-SG-PL,SG,SG,PL
russian,28,0,Прогулка через парки для ценителей ландшафтного дизайна была приятной,SG-PL-SG,SG,PL,SG
russian,28,0,Прогулка через парки для ценителей ландшафтного дизайна были приятными,SG-PL-PL,SG,PL,PL
russian,28,0,Прогулки через парк для ценителей ландшафтного дизайна была приятной,PL-SG-SG,PL,SG,SG
russian,28,0,Прогулки через парк для ценителей ландшафтного дизайна были приятными,PL-SG-PL,PL,SG,PL
russian,28,0,Прогулки через парки для ценителей ландшафтного дизайна была приятной,PL-PL-SG,PL,PL,SG
russian,28,0,Прогулки через парки для ценителей ландшафтного дизайна были приятными,PL-PL-PL,PL,PL,PL
russian,29,0,Прыжок через костёр для обладателей коротких ног был рискованным,SG-SG-SG,SG,SG,SG
russian,29,0,Прыжок через костёр для обладателей коротких ног были рискованными,SG-SG-PL,SG,SG,PL
russian,29,0,Прыжок через костры для обладателей коротких ног был рискованным,SG-PL-SG,SG,PL,SG
russian,29,0,Прыжок через костры для обладателей коротких ног были рискованными,SG-PL-PL,SG,PL,PL
russian,29,0,Прыжки через костёр для обладателей коротких ног был рискованным,PL-SG-SG,PL,SG,SG
russian,29,0,Прыжки через костёр для обладателей коротких ног были рискованными,PL-SG-PL,PL,SG,PL
russian,29,0,Прыжки через костры для обладателей коротких ног был рискованным,PL-PL-SG,PL,PL,SG
russian,29,0,Прыжки через костры для обладателей коротких ног были рискованными,PL-PL-PL,PL,PL,PL
russian,30,0,Путешествие на курорт для членов большой семьи было приятным,SG-SG-SG,SG,SG,SG
russian,30,0,Путешествие на курорт для членов большой семьи были приятными,SG-SG-PL,SG,SG,PL
russian,30,0,Путешествие на курорты для членов большой семьи было приятным,SG-PL-SG,SG,PL,SG
russian,30,0,Путешествие на курорты для членов большой семьи были приятными,SG-PL-PL,SG,PL,PL
russian,30,0,Путешествия на курорт для членов большой семьи было приятным,PL-SG-SG,PL,SG,SG
russian,30,0,Путешествия на курорт для членов большой семьи были приятными,PL-SG-PL,PL,SG,PL
russian,30,0,Путешествия на курорты для членов большой семьи было приятным,PL-PL-SG,PL,PL,SG
russian,30,0,Путешествия на курорты для членов большой семьи были приятными,PL-PL-PL,PL,PL,PL
russian,31,0,Рецепт на порошок из-за частого предъявления аптекарям был мятым,SG-SG-SG,SG,SG,SG
russian,31,0,Рецепт на порошок из-за частого предъявления аптекарям были мятыми,SG-SG-PL,SG,SG,PL
russian,31,0,Рецепт на порошки из-за частого предъявления аптекарям был мятым,SG-PL-SG,SG,PL,SG
russian,31,0,Рецепт на порошки из-за частого предъявления аптекарям были мятыми,SG-PL-PL,SG,PL,PL
russian,31,0,Рецепты на порошок из-за частого предъявления аптекарям был мятым,PL-SG-SG,PL,SG,SG
russian,31,0,Рецепты на порошок из-за частого предъявления аптекарям были мятыми,PL-SG-PL,PL,SG,PL
russian,31,0,Рецепты на порошки из-за частого предъявления аптекарям был мятым,PL-PL-SG,PL,PL,SG
russian,31,0,Рецепты на порошки из-за частого предъявления аптекарям были мятыми,PL-PL-PL,PL,PL,PL
russian,32,0,Ссылка на сайт в списке источников статьи была дана,SG-SG-SG,SG,SG,SG
russian,32,0,Ссылка на сайт в списке источников статьи были даны,SG-SG-PL,SG,SG,PL
russian,32,0,Ссылка на сайты в списке источников статьи была дана,SG-PL-SG,SG,PL,SG
russian,32,0,Ссылка на сайты в списке источников статьи были даны,SG-PL-PL,SG,PL,PL
russian,32,0,Ссылки на сайт в списке источников статьи была дана,PL-SG-SG,PL,SG,SG
russian,32,0,Ссылки на сайт в списке источников статьи были даны,PL-SG-PL,PL,SG,PL
russian,32,0,Ссылки на сайты в списке источников статьи была дана,PL-PL-SG,PL,PL,SG
russian,32,0,Ссылки на сайты в списке источников статьи были даны,PL-PL-PL,PL,PL,PL
russian,33,0,Талон на обед во время большой перемены был выдан,SG-SG-SG,SG,SG,SG
russian,33,0,Талон на обед во время большой перемены были выданы,SG-SG-PL,SG,SG,PL
russian,33,0,Талон на обеды во время большой перемены был выдан,SG-PL-SG,SG,PL,SG
russian,33,0,Талон на обеды во время большой перемены были выданы,SG-PL-PL,SG,PL,PL
russian,33,0,Талоны на обед во время большой перемены был выдан,PL-SG-SG,PL,SG,SG
russian,33,0,Талоны на обед во время большой перемены были выданы,PL-SG-PL,PL,SG,PL
russian,33,0,Талоны на обеды во время большой перемены был выдан,PL-PL-SG,PL,PL,SG
russian,33,0,Талоны на обеды во время большой перемены были выданы,PL-PL-PL,PL,PL,PL
russian,34,0,Ткань на пиджак в каталоге весенней коллекции была подобрана,SG-SG-SG,SG,SG,SG
russian,34,0,Ткань на пиджак в каталоге весенней коллекции были подобраны,SG-SG-PL,SG,SG,PL
russian,34,0,Ткань на пиджаки в каталоге весенней коллекции была подобрана,SG-PL-SG,SG,PL,SG
russian,34,0,Ткань на пиджаки в каталоге весенней коллекции были подобраны,SG-PL-PL,SG,PL,PL
russian,34,0,Ткани на пиджак в каталоге весенней коллекции была подобрана,PL-SG-SG,PL,SG,SG
russian,34,0,Ткани на пиджак в каталоге весенней коллекции были подобраны,PL-SG-PL,PL,SG,PL
