item,sentence,condition,head_num,attr_num,verb_num,attention_to_attractor,attention_to_head,head_tokens,attractor_tokens,verb_tokens
21,Очереди в театры из-за большого наплыва туристов была бесконечной,PL-PL-SG,PL,PL,SG,0.16131986677646637,0.2223377376794815,['очереди'],"['театр', '##ы']","['из', '-', 'за', 'большого']"
21,Очереди в театры из-за большого наплыва туристов были бесконечными,PL-PL-PL,PL,PL,PL,0.1689409762620926,0.2250695824623108,['очереди'],"['театр', '##ы']","['из', '-', 'за', 'большого']"
22,Переправа через ручьи из-за тяжёлых погодных условий была опасной,SG-PL-SG,SG,PL,SG,0.03823564946651459,0.34072020649909973,"['переп', '##рава']","['ру', '##чьи']","['из', '-', 'за']"
22,Переправа через ручьи из-за тяжёлых погодных условий были опасными,SG-PL-PL,SG,PL,PL,0.05083668231964111,0.19440075755119324,"['переп', '##рава']","['ру', '##чьи']","['из', '-', 'за']"
22,Переправы через ручьи из-за тяжёлых погодных условий была опасной,PL-PL-SG,PL,PL,SG,0.040133923292160034,0.2526783347129822,"['переп', '##равы']","['ру', '##чьи']","['из', '-', 'за']"
22,Переправы через ручьи из-за тяжёлых погодных условий были опасными,PL-PL-PL,PL,PL,PL,0.055542007088661194,0.3124919831752777,"['переп', '##равы']","['ру', '##чьи']","['из', '-', 'за']"
23,Песня про поезд для большинства отставных машинистов была грустной,SG-SG-SG,SG,SG,SG,0.015601104125380516,0.636093020439148,['песня'],['поезд'],"['для', 'большинства']"
23,Песня про поезд для большинства отставных машинистов были грустными,SG-SG-PL,SG,SG,PL,0.006662858184427023,0.27694445848464966,['песня'],['поезд'],"['для', 'большинства']"
23,Песня про поезда для большинства отставных машинистов была грустной,SG-PL-SG,SG,PL,SG,0.02247840166091919,0.6193637847900391,['песня'],['поезда'],"['для', 'большинства']"
23,Песня про поезда для большинства отставных машинистов были грустными,SG-PL-PL,SG,PL,PL,0.02146974951028824,0.284427285194397,['песня'],['поезда'],"['для', 'большинства']"
23,Песни про поезд для большинства отставных машинистов была грустной,PL-SG-SG,PL,SG,SG,0.009010360576212406,0.22857263684272766,['песни'],['поезд'],"['для', 'большинства']"
23,Песни про поезд для большинства отставных машинистов были грустными,PL-SG-PL,PL,SG,PL,0.016670219600200653,0.6647571325302124,['песни'],['поезд'],"['для', 'большинства']"
23,Песни про поезда для большинства отставных машинистов была грустной,PL-PL-SG,PL,PL,SG,0.009337115101516247,0.18793340027332306,['песни'],['поезда'],"['для', 'большинства']"
23,Песни про поезда для большинства отставных машинистов были грустными,PL-PL-PL,PL,PL,PL,0.02800554409623146,0.573559045791626,['песни'],['поезда'],"['для', 'большинства']"
24,Письмо про поход из маленького сибирского посёлка было отправлено,SG-SG-SG,SG,SG,SG,0.08256785571575165,0.12922151386737823,['письмо'],['поход'],"['из', 'маленького']"
24,Письмо про поход из маленького сибирского посёлка были отправлены,SG-SG-PL,SG,SG,PL,0.07313024997711182,0.10758465528488159,['письмо'],['поход'],"['из', 'маленького']"
24,Письмо про походы из маленького сибирского посёлка было отправлено,SG-PL-SG,SG,PL,SG,0.12117227911949158,0.1503072828054428,['письмо'],"['поход', '##ы']","['из', 'маленького']"
24,Письмо про походы из маленького сибирского посёлка были отправлены,SG-PL-PL,SG,PL,PL,0.15440839529037476,0.11457869410514832,['письмо'],"['поход', '##ы']","['из', 'маленького']"
24,Письма про поход из маленького сибирского посёлка было отправлено,PL-SG-SG,PL,SG,SG,0.07827126234769821,0.171259805560112,['письма'],['поход'],"['из', 'маленького']"
24,Письма про поход из маленького сибирского посёлка были отправлены,PL-SG-PL,PL,SG,PL,0.08067312836647034,0.16143393516540527,['письма'],['поход'],"['из', 'маленького']"
24,Письма про походы из маленького сибирского посёлка было отправлено,PL-PL-SG,PL,PL,SG,0.1058644950389862,0.15954191982746124,['письма'],"['поход', '##ы']","['из', 'маленького']"
24,Письма про походы из маленького сибирского посёлка были отправлены,PL-PL-PL,PL,PL,PL,0.1312798410654068,0.13103370368480682,['письма'],"['поход', '##ы']","['из', 'маленького']"
25,План на выходные из-за визита назойливых родственников был разрушен,SG-PL-SG,SG,PL,SG,0.09045285731554031,0.2801254987716675,['план'],['выходные'],"['из', '-', 'за', 'визита']"
25,План на выходные из-за визита назойливых родственников были разрушены,SG-PL-PL,SG,PL,PL,0.08253103494644165,0.17956902086734772,['план'],['выходные'],"['из', '-', 'за', 'визита']"
25,Планы на выходные из-за визита назойливых родственников был разрушен,PL-PL-SG,PL,PL,SG,0.07091686874628067,0.1504257619380951,['планы'],['выходные'],"['из', '-', 'за', 'визита']"
25,Планы на выходные из-за визита назойливых родственников были разрушены,PL-PL-PL,PL,PL,PL,0.08830709755420685,0.27964872121810913,['планы'],['выходные'],"['из', '-', 'за', 'визита']"
26,Поездка на остров для молодых влюблённых студентов была незабываемой,SG-SG-SG,SG,SG,SG,0.04640911892056465,0.6324493885040283,['поездка'],['остров'],"['для', 'молодых']"
26,Поездка на остров для молодых влюблённых студентов были незабываемыми,SG-SG-PL,SG,SG,PL,0.0451110377907753,0.5054501891136169,['поездка'],['остров'],"['для', 'молодых']"
26,Поездка на острова для молодых влюблённых студентов была незабываемой,SG-PL-SG,SG,PL,SG,0.05585397034883499,0.5571645498275757,['поездка'],['острова'],"['для', 'молодых']"
26,Поездка на острова для молодых влюблённых студентов были незабываемыми,SG-PL-PL,SG,PL,PL,0.04934182018041611,0.44422444701194763,['поездка'],['острова'],"['для', 'молодых']"
26,Поездки на остров для молодых влюблённых студентов была незабываемой,PL-SG-SG,PL,SG,SG,0.04955298453569412,0.46698200702667236,['поездки'],['остров'],"['для', 'молодых']"
26,Поездки на остров для молодых влюблённых студентов были незабываемыми,PL-SG-PL,PL,SG,PL,0.045534923672676086,0.530733585357666,['поездки'],['остров'],"['для', 'молодых']"
26,Поездки на острова для молодых влюблённых студентов была незабываемой,PL-PL-SG,PL,PL,SG,0.04708775132894516,0.3490086793899536,['поездки'],['острова'],"['для', 'молодых']"
26,Поездки на острова для молодых влюблённых студентов были незабываемыми,PL-PL-PL,PL,PL,PL,0.05308754742145538,0.45553719997406006,['поездки'],['острова'],"['для', 'молодых']"
28,Прогулка через парк для ценителей ландшафтного дизайна была приятной,SG-SG-SG,SG,SG,SG,0.02597469463944435,0.3190198242664337,['прогулка'],['парк'],"['для', 'цените']"
28,Прогулка через парк для ценителей ландшафтного дизайна были приятными,SG-SG-PL,SG,SG,PL,0.015398355200886726,0.23552271723747253,['прогулка'],['парк'],"['для', 'цените']"
28,Прогулка через парки для ценителей ландшафтного дизайна была приятной,SG-PL-SG,SG,PL,SG,0.044618718326091766,0.35134953260421753,['прогулка'],"['парк', '##и']","['для', 'цените']"
28,Прогулка через парки для ценителей ландшафтного дизайна были приятными,SG-PL-PL,SG,PL,PL,0.03501838073134422,0.2283252626657486,['прогулка'],"['парк', '##и']","['для', 'цените']"
28,Прогулки через парк для ценителей ландшафтного дизайна была приятной,PL-SG-SG,PL,SG,SG,0.024257903918623924,0.15529556572437286,['прогулки'],['парк'],"['для', 'цените']"
28,Прогулки через парк для ценителей ландшафтного дизайна были приятными,PL-SG-PL,PL,SG,PL,0.025670059025287628,0.204459086060524,['прогулки'],['парк'],"['для', 'цените']"
28,Прогулки через парки для ценителей ландшафтного дизайна была приятной,PL-PL-SG,PL,PL,SG,0.03786314278841019,0.1806805282831192,['прогулки'],"['парк', '##и']","['для', 'цените']"
28,Прогулки через парки для ценителей ландшафтного дизайна были приятными,PL-PL-PL,PL,PL,PL,0.046854887157678604,0.1887972205877304,['прогулки'],"['парк', '##и']","['для', 'цените']"
29,Прыжок через костры для обладателей коротких ног был рискованным,SG-PL-SG,SG,PL,SG,0.03328115493059158,0.45677489042282104,['прыжок'],"['кост', '##ры']","['для', 'облада', '##тел']"
29,Прыжок через костры для обладателей коротких ног были рискованными,SG-PL-PL,SG,PL,PL,0.033846430480480194,0.49852991104125977,['прыжок'],"['кост', '##ры']","['для', 'облада', '##тел']"
29,Прыжки через костры для обладателей коротких ног был рискованным,PL-PL-SG,PL,PL,SG,0.025591367855668068,0.48602956533432007,"['пры', '##жки']","['кост', '##ры']","['для', 'облада', '##тел']"
29,Прыжки через костры для обладателей коротких ног были рискованными,PL-PL-PL,PL,PL,PL,0.038110777735710144,0.5584297776222229,"['пры', '##жки']","['кост', '##ры']","['для', 'облада', '##тел']"
30,Путешествие на курорт для членов большой семьи было приятным,SG-SG-SG,SG,SG,SG,0.034400574862957,0.4591624140739441,['путешествие'],['курорт'],"['для', 'членов']"
30,Путешествие на курорт для членов большой семьи были приятными,SG-SG-PL,SG,SG,PL,0.02533010207116604,0.35207584500312805,['путешествие'],['курорт'],"['для', 'членов']"
30,Путешествие на курорты для членов большой семьи было приятным,SG-PL-SG,SG,PL,SG,0.03483760356903076,0.4673524498939514,['путешествие'],"['курорт', '##ы']","['для', 'членов']"
30,Путешествие на курорты для членов большой семьи были приятными,SG-PL-PL,SG,PL,PL,0.03915398567914963,0.33443373441696167,['путешествие'],"['курорт', '##ы']","['для', 'членов']"
30,Путешествия на курорт для членов большой семьи было приятным,PL-SG-SG,PL,SG,SG,0.029984548687934875,0.3911025822162628,['путешествия'],['курорт'],"['для', 'членов']"
30,Путешествия на курорт для членов большой семьи были приятными,PL-SG-PL,PL,SG,PL,0.03171974793076515,0.40515583753585815,['путешествия'],['курорт'],"['для', 'членов']"
30,Путешествия на курорты для членов большой семьи было приятным,PL-PL-SG,PL,PL,SG,0.03232349082827568,0.3950236737728119,['путешествия'],"['курорт', '##ы']","['для', 'членов']"
30,Путешествия на курорты для членов большой семьи были приятными,PL-PL-PL,PL,PL,PL,0.05396568402647972,0.3204551339149475,['путешествия'],"['курорт', '##ы']","['для', 'членов']"
31,Рецепт на порошок из-за частого предъявления аптекарям был мятым,SG-SG-SG,SG,SG,SG,0.0228178258985281,0.29171472787857056,['рецепт'],['порошок'],"['из', '-', 'за', 'часто', '##го']"
31,Рецепт на порошок из-за частого предъявления аптекарям были мятыми,SG-SG-PL,SG,SG,PL,0.02274797484278679,0.1555023491382599,['рецепт'],['порошок'],"['из', '-', 'за', 'часто', '##го']"
31,Рецепт на порошки из-за частого предъявления аптекарям был мятым,SG-PL-SG,SG,PL,SG,0.0337073840200901,0.2776801884174347,['рецепт'],"['поро', '##шки']","['из', '-', 'за', 'часто', '##го']"
31,Рецепт на порошки из-за частого предъявления аптекарям были мятыми,SG-PL-PL,SG,PL,PL,0.060137830674648285,0.14213299751281738,['рецепт'],"['поро', '##шки']","['из', '-', 'за', 'часто', '##го']"
31,Рецепты на порошок из-за частого предъявления аптекарям был мятым,PL-SG-SG,PL,SG,SG,0.017939282581210136,0.06960265338420868,['рецепты'],['порошок'],"['из', '-', 'за', 'часто', '##го']"
31,Рецепты на порошок из-за частого предъявления аптекарям были мятыми,PL-SG-PL,PL,SG,PL,0.026956792920827866,0.35467275977134705,['рецепты'],['порошок'],"['из', '-', 'за', 'часто', '##го']"
31,Рецепты на порошки из-за частого предъявления аптекарям был мятым,PL-PL-SG,PL,PL,SG,0.023127475753426552,0.0668531209230423,['рецепты'],"['поро', '##шки']","['из', '-', 'за', 'часто', '##го']"
31,Рецепты на порошки из-за частого предъявления аптекарям были мятыми,PL-PL-PL,PL,PL,PL,0.061188146471977234,0.2394609898328781,['рецепты'],"['поро', '##шки']","['из', '-', 'за', 'часто', '##го']"
33,Талон на обед во время большой перемены был выдан,SG-SG-SG,SG,SG,SG,0.15909767150878906,0.2956559658050537,"['тал', '##он']",['обед'],"['во', 'время']"
33,Талон на обед во время большой перемены были выданы,SG-SG-PL,SG,SG,PL,0.103787362575531,0.15340982377529144,"['тал', '##он']",['обед'],"['во', 'время']"
33,Талон на обеды во время большой перемены был выдан,SG-PL-SG,SG,PL,SG,0.13734258711338043,0.3237878978252411,"['тал', '##он']","['обед', '##ы']","['во', 'время']"
33,Талон на обеды во время большой перемены были выданы,SG-PL-PL,SG,PL,PL,0.15469403564929962,0.17369553446769714,"['тал', '##он']","['обед', '##ы']","['во', 'время']"
33,Талоны на обед во время большой перемены был выдан,PL-SG-SG,PL,SG,SG,0.1479249894618988,0.10280060768127441,"['тал', '##оны']",['обед'],"['во', 'время']"
33,Талоны на обед во время большой перемены были выданы,PL-SG-PL,PL,SG,PL,0.18551737070083618,0.2869642376899719,"['тал', '##оны']",['обед'],"['во', 'время']"
33,Талоны на обеды во время большой перемены был выдан,PL-PL-SG,PL,PL,SG,0.11846495419740677,0.11953200399875641,"['тал', '##оны']","['обед', '##ы']","['во', 'время']"
33,Талоны на обеды во время большой перемены были выданы,PL-PL-PL,PL,PL,PL,0.20636439323425293,0.2721390426158905,"['тал', '##оны']","['обед', '##ы']","['во', 'время']"
34,Ткань на пиджак в каталоге весенней коллекции была подобрана,SG-SG-SG,SG,SG,SG,0.2918778657913208,0.6000945568084717,['ткань'],['пиджак'],"['в', 'каталог', '##е']"
34,Ткань на пиджак в каталоге весенней коллекции были подобраны,SG-SG-PL,SG,SG,PL,0.23913556337356567,0.2854391932487488,['ткань'],['пиджак'],"['в', 'каталог', '##е']"
34,Ткань на пиджаки в каталоге весенней коллекции была подобрана,SG-PL-SG,SG,PL,SG,0.1121852695941925,0.4760510325431824,['ткань'],"['пиджак', '##и']","['в', 'каталог', '##е']"
34,Ткань на пиджаки в каталоге весенней коллекции были подобраны,SG-PL-PL,SG,PL,PL,0.1507304310798645,0.21351701021194458,['ткань'],"['пиджак', '##и']","['в', 'каталог', '##е']"
34,Ткани на пиджак в каталоге весенней коллекции была подобрана,PL-SG-SG,PL,SG,SG,0.22272679209709167,0.17856886982917786,['ткани'],['пиджак'],"['в', 'каталог', '##е']"
34,Ткани на пиджак в каталоге весенней коллекции были подобраны,PL-SG-PL,PL,SG,PL,0.3421810567378998,0.46829307079315186,['ткани'],['пиджак'],"['в', 'каталог', '##е']"
34,Ткани на пиджаки в каталоге весенней коллекции была подобрана,PL-PL-SG,PL,PL,SG,0.07947380095720291,0.09834103286266327,['ткани'],"['пиджак', '##и']","['в', 'каталог', '##е']"
34,Ткани на пиджаки в каталоге весенней коллекции были подобраны,PL-PL-PL,PL,PL,PL,0.16759063303470612,0.2874627709388733,['ткани'],"['пиджак', '##и']","['в', 'каталог', '##е']"
35,Трасса через поле по меркам местных жителей была новой,SG-SG-SG,SG,SG,SG,0.09430782496929169,0.44616958498954773,"['тра', '##сса']",['поле'],"['по', 'мер', '##кам']"
35,Трасса через поле по меркам местных жителей были новыми,SG-SG-PL,SG,SG,PL,0.06816587597131729,0.31485214829444885,"['тра', '##сса']",['поле'],"['по', 'мер', '##кам']"
35,Трасса через поля по меркам местных жителей была новой,SG-PL-SG,SG,PL,SG,0.06470964848995209,0.325482040643692,"['тра', '##сса']",['поля'],"['по', 'мер', '##кам']"
35,Трасса через поля по меркам местных жителей были новыми,SG-PL-PL,SG,PL,PL,0.05255740135908127,0.23075386881828308,"['тра', '##сса']",['поля'],"['по', 'мер', '##кам']"
35,Трассы через поле по меркам местных жителей была новой,PL-SG-SG,PL,SG,SG,0.07955269515514374,0.04889358580112457,['трассы'],['поле'],"['по', 'мер', '##кам']"
35,Трассы через поле по меркам местных жителей были новыми,PL-SG-PL,PL,SG,PL,0.10896281152963638,0.1250508427619934,['трассы'],['поле'],"['по', 'мер', '##кам']"
35,Трассы через поля по меркам местных жителей была новой,PL-PL-SG,PL,PL,SG,0.06483728438615799,0.05195076763629913,['трассы'],['поля'],"['по', 'мер', '##кам']"
35,Трассы через поля по меркам местных жителей были новыми,PL-PL-PL,PL,PL,PL,0.07886441051959991,0.12057989835739136,['трассы'],['поля'],"['по', 'мер', '##кам']"
36,Тропинка через луг во время деревенской ярмарки была протоптана,SG-SG-SG,SG,SG,SG,0.046772345900535583,0.16651079058647156,"['тропи', '##нка']","['лу', '##г']","['во', 'время']"
36,Тропинка через луг во время деревенской ярмарки были протоптаны,SG-SG-PL,SG,SG,PL,0.041880786418914795,0.09595253318548203,"['тропи', '##нка']","['лу', '##г']","['во', 'время']"
36,Тропинка через луга во время деревенской ярмарки была протоптана,SG-PL-SG,SG,PL,SG,0.0521564781665802,0.17890222370624542,"['тропи', '##нка']",['луга'],"['во', 'время']"
36,Тропинка через луга во время деревенской ярмарки были протоптаны,SG-PL-PL,SG,PL,PL,0.05504467338323593,0.099909707903862,"['тропи', '##нка']",['луга'],"['во', 'время']"
36,Тропинки через луг во время деревенской ярмарки была протоптана,PL-SG-SG,PL,SG,SG,0.0518941730260849,0.12415967136621475,"['тропи', '##нки']","['лу', '##г']","['во', 'время']"
36,Тропинки через луг во время деревенской ярмарки были протоптаны,PL-SG-PL,PL,SG,PL,0.050350770354270935,0.1339954435825348,"['тропи', '##нки']","['лу', '##г']","['во', 'время']"
36,Тропинки через луга во время деревенской ярмарки была протоптана,PL-PL-SG,PL,PL,SG,0.052261464297771454,0.11663223803043365,"['тропи', '##нки']",['луга'],"['во', 'время']"
36,Тропинки через луга во время деревенской ярмарки были протоптаны,PL-PL-PL,PL,PL,PL,0.059688813984394073,0.14243589341640472,"['тропи', '##нки']",['луга'],"['во', 'время']"
37,Тур на озеро для участников последней поездки был незабываемым,SG-SG-SG,SG,SG,SG,0.027433132752776146,0.3432733416557312,['тур'],['озеро'],"['для', 'участников']"
37,Тур на озеро для участников последней поездки были незабываемыми,SG-SG-PL,SG,SG,PL,0.01809164136648178,0.2702825665473938,['тур'],['озеро'],"['для', 'участников']"
37,Туры на озеро для участников последней поездки был незабываемым,PL-SG-SG,PL,SG,SG,0.01580791547894478,0.21003806591033936,['туры'],['озеро'],"['для', 'участников']"
37,Туры на озеро для участников последней поездки были незабываемыми,PL-SG-PL,PL,SG,PL,0.02172030135989189,0.4185115396976471,['туры'],['озеро'],"['для', 'участников']"
38,Удар в колено для юных неопытных борцов был болезненным,SG-SG-SG,SG,SG,SG,0.1016012653708458,0.6289716958999634,['удар'],['колено'],"['для', 'юных']"
38,Удар в колено для юных неопытных борцов были болезненными,SG-SG-PL,SG,SG,PL,0.06520381569862366,0.5615179538726807,['удар'],['колено'],"['для', 'юных']"
38,Удар в колени для юных неопытных борцов был болезненным,SG-PL-SG,SG,PL,SG,0.16302092373371124,0.7050765752792358,['удар'],['колени'],"['для', 'юных']"
38,Удар в колени для юных неопытных борцов были болезненными,SG-PL-PL,SG,PL,PL,0.09859548509120941,0.5413092374801636,['удар'],['колени'],"['для', 'юных']"
38,Удары в колено для юных неопытных борцов был болезненным,PL-SG-SG,PL,SG,SG,0.06715048849582672,0.45507365465164185,['удары'],['колено'],"['для', 'юных']"
38,Удары в колено для юных неопытных борцов были болезненными,PL-SG-PL,PL,SG,PL,0.09738196432590485,0.7031248807907104,['удары'],['колено'],"['для', 'юных']"
38,Удары в колени для юных неопытных борцов был болезненным,PL-PL-SG,PL,PL,SG,0.1141328513622284,0.4435965418815613,['удары'],['колени'],"['для', 'юных']"
38,Удары в колени для юных неопытных борцов были болезненными,PL-PL-PL,PL,PL,PL,0.15637658536434174,0.702957808971405,['удары'],['колени'],"['для', 'юных']"
39,Цена на продукт из-за плохого качества сырья была низкой,SG-SG-SG,SG,SG,SG,0.07533462345600128,0.24643085896968842,['цена'],['продукт'],"['из', '-', 'за', 'плохого']"
39,Цена на продукт из-за плохого качества сырья были низкими,SG-SG-PL,SG,SG,PL,0.0698530375957489,0.1944730281829834,['цена'],['продукт'],"['из', '-', 'за', 'плохого']"
39,Цена на продукты из-за плохого качества сырья была низкой,SG-PL-SG,SG,PL,SG,0.10113994777202606,0.21157653629779816,['цена'],['продукты'],"['из', '-', 'за', 'плохого']"
39,Цена на продукты из-за плохого качества сырья были низкими,SG-PL-PL,SG,PL,PL,0.1163957267999649,0.16570721566677094,['цена'],['продукты'],"['из', '-', 'за', 'плохого']"
39,Цены на продукт из-за плохого качества сырья была низкой,PL-SG-SG,PL,SG,SG,0.07367398589849472,0.15786534547805786,['цены'],['продукт'],"['из', '-', 'за', 'плохого']"
39,Цены на продукт из-за плохого качества сырья были низкими,PL-SG-PL,PL,SG,PL,0.09183546155691147,0.1909613162279129,['цены'],['продукт'],"['из', '-', 'за', 'плохого']"
39,Цены на продукты из-за плохого качества сырья была низкой,PL-PL-SG,PL,PL,SG,0.08799684047698975,0.1417829543352127,['цены'],['продукты'],"['из', '-', 'за', 'плохого']"
39,Цены на продукты из-за плохого качества сырья были низкими,PL-PL-PL,PL,PL,PL,0.11565402895212173,0.17510683834552765,['цены'],['продукты'],"['из', '-', 'за', 'плохого']"
40,Штраф за прогул в целях воспитания сотрудников был введён,SG-SG-SG,SG,SG,SG,0.048284146934747696,0.3338598608970642,['штраф'],"['прогу', '##л']","['в', 'целях']"
40,Штраф за прогул в целях воспитания сотрудников были введены,SG-SG-PL,SG,SG,PL,0.020001497119665146,0.33323290944099426,['штраф'],"['прогу', '##л']","['в', 'целях']"
40,Штраф за прогулы в целях воспитания сотрудников был введён,SG-PL-SG,SG,PL,SG,0.06836195290088654,0.30235278606414795,['штраф'],"['прогу', '##лы']","['в', 'целях']"
40,Штраф за прогулы в целях воспитания сотрудников были введены,SG-PL-PL,SG,PL,PL,0.03113420493900776,0.3267081379890442,['штраф'],"['прогу', '##лы']","['в', 'целях']"
40,Штрафы за прогул в целях воспитания сотрудников был введён,PL-SG-SG,PL,SG,SG,0.03290286287665367,0.25126439332962036,"['штраф', '##ы']","['прогу', '##л']","['в', 'целях']"
40,Штрафы за прогул в целях воспитания сотрудников были введены,PL-SG-PL,PL,SG,PL,0.0377107709646225,0.38123443722724915,"['штраф', '##ы']","['прогу', '##л']","['в', 'целях']"
40,Штрафы за прогулы в целях воспитания сотрудников был введён,PL-PL-SG,PL,PL,SG,0.0368071049451828,0.29043710231781006,"['штраф', '##ы']","['прогу', '##лы']","['в', 'целях']"
40,Штрафы за прогулы в целях воспитания сотрудников были введены,PL-PL-PL,PL,PL,PL,0.04490930587053299,0.3573700487613678,"['штраф', '##ы']","['прогу', '##лы']","['в', 'целях']"
41,Аргумент против обвинения для адвоката пострадавшей стороны был сокрушительным,SG-SG-SG,SG,SG,SG,0.09550416469573975,0.6273980736732483,['аргумент'],['обвинения'],"['для', 'адвоката']"
41,Аргумент против обвинения для адвоката пострадавшей стороны были сокрушительными,SG-SG-PL,SG,SG,PL,0.10290685296058655,0.5697838664054871,['аргумент'],['обвинения'],"['для', 'адвоката']"
41,Аргумент против обвинений для адвоката пострадавшей стороны был сокрушительным,SG-PL-SG,SG,PL,SG,0.08809217810630798,0.5817124843597412,['аргумент'],['обвин'],"['для', 'адвоката']"
41,Аргумент против обвинений для адвоката пострадавшей стороны были сокрушительными,SG-PL-PL,SG,PL,PL,0.0674370601773262,0.5802419781684875,['аргумент'],['обвин'],"['для', 'адвоката']"
41,Аргументы против обвинения для адвоката пострадавшей стороны был сокрушительным,PL-SG-SG,PL,SG,SG,0.0634818822145462,0.3215264678001404,['аргументы'],['обвинения'],"['для', 'адвоката']"
41,Аргументы против обвинения для адвоката пострадавшей стороны были сокрушительными,PL-SG-PL,PL,SG,PL,0.09585168957710266,0.6161285042762756,['аргументы'],['обвинения'],"['для', 'адвоката']"
41,Аргументы против обвинений для адвоката пострадавшей стороны был сокрушительным,PL-PL-SG,PL,PL,SG,0.04610936716198921,0.3015068769454956,['аргументы'],['обвин'],"['для', 'адвоката']"
41,Аргументы против обвинений для адвоката пострадавшей стороны были сокрушительными,PL-PL-PL,PL,PL,PL,0.06645359843969345,0.576394259929657,['аргументы'],['обвин'],"['для', 'адвоката']"
42,Видеозапись с лекции для пропустивших занятия студентов была содержательной,SG-SG-SG,SG,SG,SG,0.25573593378067017,0.24936091899871826,"['видеоза', '##пись']",['лекции'],"['для', 'пропусти', '##вших']"
42,Видеозапись с лекции для пропустивших занятия студентов были содержательными,SG-SG-PL,SG,SG,PL,0.2185187041759491,0.24004051089286804,"['видеоза', '##пись']",['лекции'],"['для', 'пропусти', '##вших']"
42,Видеозаписи с лекции для пропустивших занятия студентов была содержательной,PL-SG-SG,PL,SG,SG,0.20726320147514343,0.29459401965141296,"['видеоза', '##писи']",['лекции'],"['для', 'пропусти', '##вших']"
42,Видеозаписи с лекции для пропустивших занятия студентов были содержательными,PL-SG-PL,PL,SG,PL,0.2033306062221527,0.22627636790275574,"['видеоза', '##писи']",['лекции'],"['для', 'пропусти', '##вших']"
43,Вывод из поражения из-за тщательного анализа ситуации был верным,SG-SG-SG,SG,SG,SG,0.15812084078788757,0.18897433578968048,['вывод'],['поражения'],"['из', '-', 'за', 'тщательно', '##го']"
43,Вывод из поражения из-за тщательного анализа ситуации были верными,SG-SG-PL,SG,SG,PL,0.1253548413515091,0.16517242789268494,['вывод'],['поражения'],"['из', '-', 'за', 'тщательно', '##го']"
43,Вывод из поражений из-за тщательного анализа ситуации был верным,SG-PL-SG,SG,PL,SG,0.10060581564903259,0.1502133160829544,['вывод'],['пораж'],"['из', '-', 'за', 'тщательно', '##го']"
43,Вывод из поражений из-за тщательного анализа ситуации были верными,SG-PL-PL,SG,PL,PL,0.06645282357931137,0.1271430402994156,['вывод'],['пораж'],"['из', '-', 'за', 'тщательно', '##го']"
43,Выводы из поражения из-за тщательного анализа ситуации был верным,PL-SG-SG,PL,SG,SG,0.16020208597183228,0.2467603087425232,['выводы'],['поражения'],"['из', '-', 'за', 'тщательно', '##го']"
43,Выводы из поражения из-за тщательного анализа ситуации были верными,PL-SG-PL,PL,SG,PL,0.18067564070224762,0.24197128415107727,['выводы'],['поражения'],"['из', '-', 'за', 'тщательно', '##го']"
43,Выводы из поражений из-за тщательного анализа ситуации был верным,PL-PL-SG,PL,PL,SG,0.06692223250865936,0.20027224719524384,['выводы'],['пораж'],"['из', '-', 'за', 'тщательно', '##го']"
43,Выводы из поражений из-за тщательного анализа ситуации были верными,PL-PL-PL,PL,PL,PL,0.06617201864719391,0.20478388667106628,['выводы'],['пораж'],"['из', '-', 'за', 'тщательно', '##го']"
44,Выдержка из книги для упрощения процесса запоминания была краткой,SG-SG-SG,SG,SG,SG,0.10377303510904312,0.1146298199892044,"['выдерж', '##ка']",['книги'],"['для', 'упро', '##щения']"
44,Выдержка из книги для упрощения процесса запоминания были краткими,SG-SG-PL,SG,SG,PL,0.07547315955162048,0.08399442583322525,"['выдерж', '##ка']",['книги'],"['для', 'упро', '##щения']"
44,Выдержка из книг для упрощения процесса запоминания была краткой,SG-PL-SG,SG,PL,SG,0.18270759284496307,0.1163935586810112,"['выдерж', '##ка']",['книг'],"['для', 'упро', '##щения']"
44,Выдержка из книг для упрощения процесса запоминания были краткими,SG-PL-PL,SG,PL,PL,0.14115624129772186,0.08428634703159332,"['выдерж', '##ка']",['книг'],"['для', 'упро', '##щения']"
44,Выдержки из книги для упрощения процесса запоминания была краткой,PL-SG-SG,PL,SG,SG,0.09043725579977036,0.0776820257306099,"['выдерж', '##ки']",['книги'],"['для', 'упро', '##щения']"
44,Выдержки из книги для упрощения процесса запоминания были краткими,PL-SG-PL,PL,SG,PL,0.12136828154325485,0.12775073945522308,"['выдерж', '##ки']",['книги'],"['для', 'упро', '##щения']"
44,Выдержки из книг для упрощения процесса запоминания была краткой,PL-PL-SG,PL,PL,SG,0.14034181833267212,0.0817585363984108,"['выдерж', '##ки']",['книг'],"['для', 'упро', '##щения']"
44,Выдержки из книг для упрощения процесса запоминания были краткими,PL-PL-PL,PL,PL,PL,0.19270557165145874,0.12384165078401566,"['выдерж', '##ки']",['книг'],"['для', 'упро', '##щения']"
45,Выписка из программы во время затянувшегося заседания была сделана,SG-SG-SG,SG,SG,SG,0.04922879859805107,0.5093079805374146,"['выпис', '##ка']",['программы'],"['во', 'время']"
45,Выписка из программы во время затянувшегося заседания были сделаны,SG-SG-PL,SG,SG,PL,0.03235900402069092,0.17162171006202698,"['выпис', '##ка']",['программы'],"['во', 'время']"
