item,sentence,condition,head_num,attr_num,verb_num,verb,surprisal,model
29,Прыжок через костры для обладателей коротких ног был рискованным,SG-PL-SG,SG,PL,SG,рискованным,12.527828216552734,rubert
29,Прыжок через костры для обладателей коротких ног были рискованными,SG-PL-PL,SG,PL,PL,рискованными,13.297361373901367,rubert
29,Прыжки через костёр для обладателей коротких ног был рискованным,PL-SG-SG,PL,SG,SG,рискованным,15.580917358398438,rubert
29,Прыжки через костёр для обладателей коротких ног были рискованными,PL-SG-PL,PL,SG,PL,рискованными,16.111291885375977,rubert
29,Прыжки через костры для обладателей коротких ног был рискованным,PL-PL-SG,PL,PL,SG,рискованным,12.45433521270752,rubert
29,Прыжки через костры для обладателей коротких ног были рискованными,PL-PL-PL,PL,PL,PL,рискованными,14.515460014343262,rubert
30,Путешествие на курорт для членов большой семьи было приятным,SG-SG-SG,SG,SG,SG,приятным,15.91610050201416,rubert
30,Путешествие на курорт для членов большой семьи были приятными,SG-SG-PL,SG,SG,PL,приятными,16.564321517944336,rubert
30,Путешествие на курорты для членов большой семьи было приятным,SG-PL-SG,SG,PL,SG,приятным,16.49482536315918,rubert
30,Путешествие на курорты для членов большой семьи были приятными,SG-PL-PL,SG,PL,PL,приятными,17.018632888793945,rubert
30,Путешествия на курорт для членов большой семьи было приятным,PL-SG-SG,PL,SG,SG,приятным,15.578465461730957,rubert
30,Путешествия на курорт для членов большой семьи были приятными,PL-SG-PL,PL,SG,PL,приятными,17.14167022705078,rubert
30,Путешествия на курорты для членов большой семьи было приятным,PL-PL-SG,PL,PL,SG,приятным,16.155349731445312,rubert
30,Путешествия на курорты для членов большой семьи были приятными,PL-PL-PL,PL,PL,PL,приятными,17.439828872680664,rubert
31,Рецепт на порошок из-за частого предъявления аптекарям был мятым,SG-SG-SG,SG,SG,SG,мятым,12.76579761505127,rubert
31,Рецепт на порошок из-за частого предъявления аптекарям были мятыми,SG-SG-PL,SG,SG,PL,мятыми,13.142069816589355,rubert
31,Рецепт на порошки из-за частого предъявления аптекарям был мятым,SG-PL-SG,SG,PL,SG,мятым,12.952591896057129,rubert
31,Рецепт на порошки из-за частого предъявления аптекарям были мятыми,SG-PL-PL,SG,PL,PL,мятыми,13.025486946105957,rubert
31,Рецепты на порошок из-за частого предъявления аптекарям был мятым,PL-SG-SG,PL,SG,SG,мятым,13.095888137817383,rubert
31,Рецепты на порошок из-за частого предъявления аптекарям были мятыми,PL-SG-PL,PL,SG,PL,мятыми,13.647212028503418,rubert
31,Рецепты на порошки из-за частого предъявления аптекарям был мятым,PL-PL-SG,PL,PL,SG,мятым,13.730393409729004,rubert
31,Рецепты на порошки из-за частого предъявления аптекарям были мятыми,PL-PL-PL,PL,PL,PL,мятыми,13.903963088989258,rubert
32,Ссылка на сайт в списке источников статьи была дана,SG-SG-SG,SG,SG,SG,дана,14.984532356262207,rubert
32,Ссылка на сайт в списке источников статьи были даны,SG-SG-PL,SG,SG,PL,даны,15.169500350952148,rubert
32,Ссылка на сайты в списке источников статьи была дана,SG-PL-SG,SG,PL,SG,дана,15.052230834960938,rubert
32,Ссылка на сайты в списке источников статьи были даны,SG-PL-PL,SG,PL,PL,даны,15.34158706665039,rubert
32,Ссылки на сайт в списке источников статьи была дана,PL-SG-SG,PL,SG,SG,дана,13.718239784240723,rubert
32,Ссылки на сайт в списке источников статьи были даны,PL-SG-PL,PL,SG,PL,даны,15.809438705444336,rubert
32,Ссылки на сайты в списке источников статьи была дана,PL-PL-SG,PL,PL,SG,дана,13.789764404296875,rubert
32,Ссылки на сайты в списке источников статьи были даны,PL-PL-PL,PL,PL,PL,даны,15.950495719909668,rubert
33,Талон на обед во время большой перемены был выдан,SG-SG-SG,SG,SG,SG,выдан,13.03587818145752,rubert
33,Талон на обед во время большой перемены были выданы,SG-SG-PL,SG,SG,PL,выданы,13.153533935546875,rubert
33,Талон на обеды во время большой перемены был выдан,SG-PL-SG,SG,PL,SG,выдан,13.158821105957031,rubert
33,Талон на обеды во время большой перемены были выданы,SG-PL-PL,SG,PL,PL,выданы,13.225249290466309,rubert
33,Талоны на обед во время большой перемены был выдан,PL-SG-SG,PL,SG,SG,выдан,13.530953407287598,rubert
33,Талоны на обед во время большой перемены были выданы,PL-SG-PL,PL,SG,PL,выданы,14.933774948120117,rubert
33,Талоны на обеды во время большой перемены был выдан,PL-PL-SG,PL,PL,SG,выдан,13.347192764282227,rubert
33,Талоны на обеды во время большой перемены были выданы,PL-PL-PL,PL,PL,PL,выданы,14.617233276367188,rubert
34,Ткань на пиджак в каталоге весенней коллекции была подобрана,SG-SG-SG,SG,SG,SG,подобрана,12.934011459350586,rubert
34,Ткань на пиджак в каталоге весенней коллекции были подобраны,SG-SG-PL,SG,SG,PL,подобраны,13.439014434814453,rubert
34,Ткань на пиджаки в каталоге весенней коллекции была подобрана,SG-PL-SG,SG,PL,SG,подобрана,13.094520568847656,rubert
34,Ткань на пиджаки в каталоге весенней коллекции были подобраны,SG-PL-PL,SG,PL,PL,подобраны,13.70450210571289,rubert
34,Ткани на пиджак в каталоге весенней коллекции была подобрана,PL-SG-SG,PL,SG,SG,подобрана,12.557254791259766,rubert
34,Ткани на пиджак в каталоге весенней коллекции были подобраны,PL-SG-PL,PL,SG,PL,подобраны,13.889272689819336,rubert
34,Ткани на пиджаки в каталоге весенней коллекции была подобрана,PL-PL-SG,PL,PL,SG,подобрана,12.751041412353516,rubert
34,Ткани на пиджаки в каталоге весенней коллекции были подобраны,PL-PL-PL,PL,PL,PL,подобраны,14.220569610595703,rubert
35,Трасса через поле по меркам местных жителей была новой,SG-SG-SG,SG,SG,SG,новой,14.468077659606934,rubert
35,Трасса через поле по меркам местных жителей были новыми,SG-SG-PL,SG,SG,PL,новыми,15.774520874023438,rubert
35,Трасса через поля по меркам местных жителей была новой,SG-PL-SG,SG,PL,SG,новой,14.483914375305176,rubert
35,Трасса через поля по меркам местных жителей были новыми,SG-PL-PL,SG,PL,PL,новыми,15.690357208251953,rubert
35,Трассы через поле по меркам местных жителей была новой,PL-SG-SG,PL,SG,SG,новой,15.032390594482422,rubert
35,Трассы через поле по меркам местных жителей были новыми,PL-SG-PL,PL,SG,PL,новыми,16.1904296875,rubert
35,Трассы через поля по меркам местных жителей была новой,PL-PL-SG,PL,PL,SG,новой,14.837841033935547,rubert
35,Трассы через поля по меркам местных жителей были новыми,PL-PL-PL,PL,PL,PL,новыми,16.187911987304688,rubert
36,Тропинка через луг во время деревенской ярмарки была протоптана,SG-SG-SG,SG,SG,SG,протоптана,14.234200477600098,rubert
36,Тропинка через луг во время деревенской ярмарки были протоптаны,SG-SG-PL,SG,SG,PL,протоптаны,14.463635444641113,rubert
36,Тропинка через луга во время деревенской ярмарки была протоптана,SG-PL-SG,SG,PL,SG,протоптана,14.198214530944824,rubert
36,Тропинка через луга во время деревенской ярмарки были протоптаны,SG-PL-PL,SG,PL,PL,протоптаны,14.432207107543945,rubert
36,Тропинки через луг во время деревенской ярмарки была протоптана,PL-SG-SG,PL,SG,SG,протоптана,13.766633987426758,rubert
36,Тропинки через луг во время деревенской ярмарки были протоптаны,PL-SG-PL,PL,SG,PL,протоптаны,16.526142120361328,rubert
36,Тропинки через луга во время деревенской ярмарки была протоптана,PL-PL-SG,PL,PL,SG,протоптана,13.570246696472168,rubert
36,Тропинки через луга во время деревенской ярмарки были протоптаны,PL-PL-PL,PL,PL,PL,протоптаны,16.385635375976562,rubert
37,Тур на озеро для участников последней поездки был незабываемым,SG-SG-SG,SG,SG,SG,незабываемым,14.589984893798828,rubert
37,Тур на озеро для участников последней поездки были незабываемыми,SG-SG-PL,SG,SG,PL,незабываемыми,15.831766128540039,rubert
37,Тур на озёра для участников последней поездки был незабываемым,SG-PL-SG,SG,PL,SG,незабываемым,14.873482704162598,rubert
37,Тур на озёра для участников последней поездки были незабываемыми,SG-PL-PL,SG,PL,PL,незабываемыми,15.682846069335938,rubert
37,Туры на озеро для участников последней поездки был незабываемым,PL-SG-SG,PL,SG,SG,незабываемым,13.753195762634277,rubert
37,Туры на озеро для участников последней поездки были незабываемыми,PL-SG-PL,PL,SG,PL,незабываемыми,15.766182899475098,rubert
37,Туры на озёра для участников последней поездки был незабываемым,PL-PL-SG,PL,PL,SG,незабываемым,13.98592472076416,rubert
37,Туры на озёра для участников последней поездки были незабываемыми,PL-PL-PL,PL,PL,PL,незабываемыми,15.802581787109375,rubert
38,Удар в колено для юных неопытных борцов был болезненным,SG-SG-SG,SG,SG,SG,болезненным,15.578763961791992,rubert
38,Удар в колено для юных неопытных борцов были болезненными,SG-SG-PL,SG,SG,PL,болезненными,17.69605827331543,rubert
38,Удар в колени для юных неопытных борцов был болезненным,SG-PL-SG,SG,PL,SG,болезненным,15.408950805664062,rubert
38,Удар в колени для юных неопытных борцов были болезненными,SG-PL-PL,SG,PL,PL,болезненными,17.076810836791992,rubert
38,Удары в колено для юных неопытных борцов был болезненным,PL-SG-SG,PL,SG,SG,болезненным,15.921972274780273,rubert
38,Удары в колено для юных неопытных борцов были болезненными,PL-SG-PL,PL,SG,PL,болезненными,16.058483123779297,rubert
38,Удары в колени для юных неопытных борцов был болезненным,PL-PL-SG,PL,PL,SG,болезненным,16.217233657836914,rubert
38,Удары в колени для юных неопытных борцов были болезненными,PL-PL-PL,PL,PL,PL,болезненными,16.3087100982666,rubert
39,Цена на продукт из-за плохого качества сырья была низкой,SG-SG-SG,SG,SG,SG,низкой,13.975519180297852,rubert
39,Цена на продукт из-за плохого качества сырья были низкими,SG-SG-PL,SG,SG,PL,низкими,14.8746919631958,rubert
39,Цена на продукты из-за плохого качества сырья была низкой,SG-PL-SG,SG,PL,SG,низкой,13.938488960266113,rubert
39,Цена на продукты из-за плохого качества сырья были низкими,SG-PL-PL,SG,PL,PL,низкими,15.174957275390625,rubert
39,Цены на продукт из-за плохого качества сырья была низкой,PL-SG-SG,PL,SG,SG,низкой,14.033397674560547,rubert
39,Цены на продукт из-за плохого качества сырья были низкими,PL-SG-PL,PL,SG,PL,низкими,17.72823715209961,rubert
39,Цены на продукты из-за плохого качества сырья была низкой,PL-PL-SG,PL,PL,SG,низкой,13.67416000366211,rubert
39,Цены на продукты из-за плохого качества сырья были низкими,PL-PL-PL,PL,PL,PL,низкими,17.842052459716797,rubert
40,Штраф за прогул в целях воспитания сотрудников был введён,SG-SG-SG,SG,SG,SG,введён,17.767913818359375,rubert
40,Штраф за прогул в целях воспитания сотрудников были введены,SG-SG-PL,SG,SG,PL,введены,15.815868377685547,rubert
40,Штраф за прогулы в целях воспитания сотрудников был введён,SG-PL-SG,SG,PL,SG,введён,17.746103286743164,rubert
40,Штраф за прогулы в целях воспитания сотрудников были введены,SG-PL-PL,SG,PL,PL,введены,16.42923927307129,rubert
40,Штрафы за прогул в целях воспитания сотрудников был введён,PL-SG-SG,PL,SG,SG,введён,14.601040840148926,rubert
40,Штрафы за прогул в целях воспитания сотрудников были введены,PL-SG-PL,PL,SG,PL,введены,18.520755767822266,rubert
40,Штрафы за прогулы в целях воспитания сотрудников был введён,PL-PL-SG,PL,PL,SG,введён,15.58949089050293,rubert
40,Штрафы за прогулы в целях воспитания сотрудников были введены,PL-PL-PL,PL,PL,PL,введены,18.42874526977539,rubert
41,Аргумент против обвинения для адвоката пострадавшей стороны был сокрушительным,SG-SG-SG,SG,SG,SG,сокрушительным,15.968454360961914,rubert
41,Аргумент против обвинения для адвоката пострадавшей стороны были сокрушительными,SG-SG-PL,SG,SG,PL,сокрушительными,14.469913482666016,rubert
41,Аргумент против обвинений для адвоката пострадавшей стороны был сокрушительным,SG-PL-SG,SG,PL,SG,сокрушительным,16.073890686035156,rubert
41,Аргумент против обвинений для адвоката пострадавшей стороны были сокрушительными,SG-PL-PL,SG,PL,PL,сокрушительными,14.658145904541016,rubert
41,Аргументы против обвинения для адвоката пострадавшей стороны был сокрушительным,PL-SG-SG,PL,SG,SG,сокрушительным,14.90093994140625,rubert
41,Аргументы против обвинения для адвоката пострадавшей стороны были сокрушительными,PL-SG-PL,PL,SG,PL,сокрушительными,17.185054779052734,rubert
41,Аргументы против обвинений для адвоката пострадавшей стороны был сокрушительным,PL-PL-SG,PL,PL,SG,сокрушительным,14.790753364562988,rubert
41,Аргументы против обвинений для адвоката пострадавшей стороны были сокрушительными,PL-PL-PL,PL,PL,PL,сокрушительными,17.12718963623047,rubert
42,Видеозапись с лекции для пропустивших занятия студентов была содержательной,SG-SG-SG,SG,SG,SG,содержательной,15.504040718078613,rubert
42,Видеозапись с лекции для пропустивших занятия студентов были содержательными,SG-SG-PL,SG,SG,PL,содержательными,15.597573280334473,rubert
42,Видеозапись с лекций для пропустивших занятия студентов была содержательной,SG-PL-SG,SG,PL,SG,содержательной,15.37053108215332,rubert
42,Видеозапись с лекций для пропустивших занятия студентов были содержательными,SG-PL-PL,SG,PL,PL,содержательными,15.964502334594727,rubert
42,Видеозаписи с лекции для пропустивших занятия студентов была содержательной,PL-SG-SG,PL,SG,SG,содержательной,12.290925979614258,rubert
42,Видеозаписи с лекции для пропустивших занятия студентов были содержательными,PL-SG-PL,PL,SG,PL,содержательными,16.071168899536133,rubert
42,Видеозаписи с лекций для пропустивших занятия студентов была содержательной,PL-PL-SG,PL,PL,SG,содержательной,12.419921875,rubert
42,Видеозаписи с лекций для пропустивших занятия студентов были содержательными,PL-PL-PL,PL,PL,PL,содержательными,16.12550926208496,rubert
43,Вывод из поражения из-за тщательного анализа ситуации был верным,SG-SG-SG,SG,SG,SG,верным,14.909220695495605,rubert
43,Вывод из поражения из-за тщательного анализа ситуации были верными,SG-SG-PL,SG,SG,PL,верными,14.994070053100586,rubert
43,Вывод из поражений из-за тщательного анализа ситуации был верным,SG-PL-SG,SG,PL,SG,верным,14.908510208129883,rubert
43,Вывод из поражений из-за тщательного анализа ситуации были верными,SG-PL-PL,SG,PL,PL,верными,15.169281959533691,rubert
43,Выводы из поражения из-за тщательного анализа ситуации был верным,PL-SG-SG,PL,SG,SG,верным,14.26314926147461,rubert
43,Выводы из поражения из-за тщательного анализа ситуации были верными,PL-SG-PL,PL,SG,PL,верными,16.640531539916992,rubert
43,Выводы из поражений из-за тщательного анализа ситуации был верным,PL-PL-SG,PL,PL,SG,верным,14.655445098876953,rubert
43,Выводы из поражений из-за тщательного анализа ситуации были верными,PL-PL-PL,PL,PL,PL,верными,16.659923553466797,rubert
44,Выдержка из книги для упрощения процесса запоминания была краткой,SG-SG-SG,SG,SG,SG,краткой,13.17536449432373,rubert
44,Выдержка из книги для упрощения процесса запоминания были краткими,SG-SG-PL,SG,SG,PL,краткими,13.479802131652832,rubert
44,Выдержка из книг для упрощения процесса запоминания была краткой,SG-PL-SG,SG,PL,SG,краткой,12.844390869140625,rubert
44,Выдержка из книг для упрощения процесса запоминания были краткими,SG-PL-PL,SG,PL,PL,краткими,13.802927017211914,rubert
44,Выдержки из книги для упрощения процесса запоминания была краткой,PL-SG-SG,PL,SG,SG,краткой,11.488147735595703,rubert
44,Выдержки из книги для упрощения процесса запоминания были краткими,PL-SG-PL,PL,SG,PL,краткими,15.323941230773926,rubert
44,Выдержки из книг для упрощения процесса запоминания была краткой,PL-PL-SG,PL,PL,SG,краткой,11.614849090576172,rubert
44,Выдержки из книг для упрощения процесса запоминания были краткими,PL-PL-PL,PL,PL,PL,краткими,15.256160736083984,rubert
45,Выписка из программы во время затянувшегося заседания была сделана,SG-SG-SG,SG,SG,SG,сделана,14.97244644165039,rubert
45,Выписка из программы во время затянувшегося заседания были сделаны,SG-SG-PL,SG,SG,PL,сделаны,15.954866409301758,rubert
45,Выписка из программ во время затянувшегося заседания была сделана,SG-PL-SG,SG,PL,SG,сделана,14.797433853149414,rubert
45,Выписка из программ во время затянувшегося заседания были сделаны,SG-PL-PL,SG,PL,PL,сделаны,16.28114128112793,rubert
45,Выписки из программы во время затянувшегося заседания была сделана,PL-SG-SG,PL,SG,SG,сделана,13.635680198669434,rubert
45,Выписки из программы во время затянувшегося заседания были сделаны,PL-SG-PL,PL,SG,PL,сделаны,16.815269470214844,rubert
45,Выписки из программ во время затянувшегося заседания была сделана,PL-PL-SG,PL,PL,SG,сделана,14.050233840942383,rubert
45,Выписки из программ во время затянувшегося заседания были сделаны,PL-PL-PL,PL,PL,PL,сделаны,16.956796646118164,rubert
46,Выход из ситуации для опытного школьного психолога был очевидным,SG-SG-SG,SG,SG,SG,очевидным,16.72157859802246,rubert
46,Выход из ситуации для опытного школьного психолога были очевидными,SG-SG-PL,SG,SG,PL,очевидными,16.712743759155273,rubert
46,Выход из ситуаций для опытного школьного психолога был очевидным,SG-PL-SG,SG,PL,SG,очевидным,16.421241760253906,rubert
46,Выход из ситуаций для опытного школьного психолога были очевидными,SG-PL-PL,SG,PL,PL,очевидными,17.056501388549805,rubert
46,Выходы из ситуации для опытного школьного психолога был очевидным,PL-SG-SG,PL,SG,SG,очевидным,15.501401901245117,rubert
46,Выходы из ситуации для опытного школьного психолога были очевидными,PL-SG-PL,PL,SG,PL,очевидными,16.764923095703125,rubert
46,Выходы из ситуаций для опытного школьного психолога был очевидным,PL-PL-SG,PL,PL,SG,очевидным,15.736610412597656,rubert
46,Выходы из ситуаций для опытного школьного психолога были очевидными,PL-PL-PL,PL,PL,PL,очевидными,16.58895492553711,rubert
47,Доска для афиши к ограде маленького театра была прибита,SG-SG-SG,SG,SG,SG,прибита,13.308456420898438,rubert
47,Доска для афиши к ограде маленького театра были прибиты,SG-SG-PL,SG,SG,PL,прибиты,14.101645469665527,rubert
47,Доска для афиш к ограде маленького театра была прибита,SG-PL-SG,SG,PL,SG,прибита,13.276712417602539,rubert
47,Доска для афиш к ограде маленького театра были прибиты,SG-PL-PL,SG,PL,PL,прибиты,13.994104385375977,rubert
47,Доски для афиши к ограде маленького театра была прибита,PL-SG-SG,PL,SG,SG,прибита,12.310269355773926,rubert
47,Доски для афиши к ограде маленького театра были прибиты,PL-SG-PL,PL,SG,PL,прибиты,15.699031829833984,rubert
47,Доски для афиш к ограде маленького театра была прибита,PL-PL-SG,PL,PL,SG,прибита,12.29411506652832,rubert
47,Доски для афиш к ограде маленького театра были прибиты,PL-PL-PL,PL,PL,PL,прибиты,15.663718223571777,rubert
48,Задержка из-за наводнения из-за отсутствия достоверной информации была пугающей,SG-SG-SG,SG,SG,SG,пугающей,14.910416603088379,rubert
48,Задержка из-за наводнения из-за отсутствия достоверной информации были пугающими,SG-SG-PL,SG,SG,PL,пугающими,15.655949592590332,rubert
48,Задержка из-за наводнений из-за отсутствия достоверной информации была пугающей,SG-PL-SG,SG,PL,SG,пугающей,14.61668872833252,rubert
48,Задержка из-за наводнений из-за отсутствия достоверной информации были пугающими,SG-PL-PL,SG,PL,PL,пугающими,15.673283576965332,rubert
48,Задержки из-за наводнения из-за отсутствия достоверной информации была пугающей,PL-SG-SG,PL,SG,SG,пугающей,13.407896041870117,rubert
48,Задержки из-за наводнения из-за отсутствия достоверной информации были пугающими,PL-SG-PL,PL,SG,PL,пугающими,16.196008682250977,rubert
48,Задержки из-за наводнений из-за отсутствия достоверной информации была пугающей,PL-PL-SG,PL,PL,SG,пугающей,13.384839057922363,rubert
48,Задержки из-за наводнений из-за отсутствия достоверной информации были пугающими,PL-PL-PL,PL,PL,PL,пугающими,16.31764793395996,rubert
49,Зал для заседания по масштабам небольшого городка был громадным,SG-SG-SG,SG,SG,SG,громадным,13.668889045715332,rubert
49,Зал для заседания по масштабам небольшого городка были громадными,SG-SG-PL,SG,SG,PL,громадными,13.63117790222168,rubert
49,Зал для заседаний по масштабам небольшого городка был громадным,SG-PL-SG,SG,PL,SG,громадным,14.16751766204834,rubert
49,Зал для заседаний по масштабам небольшого городка были громадными,SG-PL-PL,SG,PL,PL,громадными,13.893756866455078,rubert
49,Залы для заседания по масштабам небольшого городка был громадным,PL-SG-SG,PL,SG,SG,громадным,13.411685943603516,rubert
49,Залы для заседания по масштабам небольшого городка были громадными,PL-SG-PL,PL,SG,PL,громадными,14.048901557922363,rubert
49,Залы для заседаний по масштабам небольшого городка был громадным,PL-PL-SG,PL,PL,SG,громадным,13.844630241394043,rubert
49,Залы для заседаний по масштабам небольшого городка были громадными,PL-PL-PL,PL,PL,PL,громадными,14.292174339294434,rubert
50,Запчасть для иномарки по меркам современного автовладельца была старой,SG-SG-SG,SG,SG,SG,старой,12.881683349609375,rubert
50,Запчасть для иномарки по меркам современного автовладельца были старыми,SG-SG-PL,SG,SG,PL,старыми,14.201825141906738,rubert
50,Запчасть для иномарок по меркам современного автовладельца была старой,SG-PL-SG,SG,PL,SG,старой,12.938163757324219,rubert
50,Запчасть для иномарок по меркам современного автовладельца были старыми,SG-PL-PL,SG,PL,PL,старыми,14.079763412475586,rubert
50,Запчасти для иномарки по меркам современного автовладельца была старой,PL-SG-SG,PL,SG,SG,старой,11.566054344177246,rubert
50,Запчасти для иномарки по меркам современного автовладельца были старыми,PL-SG-PL,PL,SG,PL,старыми,13.461872100830078,rubert
50,Запчасти для иномарок по меркам современного автовладельца была старой,PL-PL-SG,PL,PL,SG,старой,11.556986808776855,rubert
50,Запчасти для иномарок по меркам современного автовладельца были старыми,PL-PL-PL,PL,PL,PL,старыми,13.383759498596191,rubert
51,Исключение из правила на аккуратно свёрнутую шпаргалку было выписано,SG-SG-SG,SG,SG,SG,выписано,15.849078178405762,rubert
51,Исключение из правила на аккуратно свёрнутую шпаргалку были выписаны,SG-SG-PL,SG,SG,PL,выписаны,16.06338119506836,rubert
51,Исключение из правил на аккуратно свёрнутую шпаргалку было выписано,SG-PL-SG,SG,PL,SG,выписано,15.969325065612793,rubert
51,Исключение из правил на аккуратно свёрнутую шпаргалку были выписаны,SG-PL-PL,SG,PL,PL,выписаны,15.517877578735352,rubert
51,Исключения из правила на аккуратно свёрнутую шпаргалку было выписано,PL-SG-SG,PL,SG,SG,выписано,15.987210273742676,rubert
51,Исключения из правила на аккуратно свёрнутую шпаргалку были выписаны,PL-SG-PL,PL,SG,PL,выписаны,17.976787567138672,rubert
51,Исключения из правил на аккуратно свёрнутую шпаргалку было выписано,PL-PL-SG,PL,PL,SG,выписано,15.57493782043457,rubert
51,Исключения из правил на аккуратно свёрнутую шпаргалку были выписаны,PL-PL-PL,PL,PL,PL,выписаны,17.515602111816406,rubert
52,Истерика из-за оценки по мнению родителей девочки была бурной,SG-SG-SG,SG,SG,SG,бурной,13.271745681762695,rubert
52,Истерика из-за оценки по мнению родителей девочки были бурными,SG-SG-PL,SG,SG,PL,бурными,14.744058609008789,rubert
52,Истерика из-за оценок по мнению родителей девочки была бурной,SG-PL-SG,SG,PL,SG,бурной,13.26251220703125,rubert
52,Истерика из-за оценок по мнению родителей девочки были бурными,SG-PL-PL,SG,PL,PL,бурными,14.945560455322266,rubert
52,Истерики из-за оценки по мнению родителей девочки была бурной,PL-SG-SG,PL,SG,SG,бурной,13.188448905944824,rubert
52,Истерики из-за оценки по мнению родителей девочки были бурными,PL-SG-PL,PL,SG,PL,бурными,14.854297637939453,rubert
52,Истерики из-за оценок по мнению родителей девочки была бурной,PL-PL-SG,PL,PL,SG,бурной,13.061352729797363,rubert
52,Истерики из-за оценок по мнению родителей девочки были бурными,PL-PL-PL,PL,PL,PL,бурными,15.101275444030762,rubert
53,Камень для ограды с лучшей итальянской каменоломни был завезён,SG-SG-SG,SG,SG,SG,завезён,14.466073989868164,rubert
53,Камень для ограды с лучшей итальянской каменоломни были завезены,SG-SG-PL,SG,SG,PL,завезены,14.882936477661133,rubert
53,Камень для оград с лучшей итальянской каменоломни был завезён,SG-PL-SG,SG,PL,SG,завезён,14.320788383483887,rubert
53,Камень для оград с лучшей итальянской каменоломни были завезены,SG-PL-PL,SG,PL,PL,завезены,14.723466873168945,rubert
53,Камни для ограды с лучшей итальянской каменоломни был завезён,PL-SG-SG,PL,SG,SG,завезён,13.338627815246582,rubert
53,Камни для ограды с лучшей итальянской каменоломни были завезены,PL-SG-PL,PL,SG,PL,завезены,15.264535903930664,rubert
53,Камни для оград с лучшей итальянской каменоломни был завезён,PL-PL-SG,PL,PL,SG,завезён,13.466495513916016,rubert
53,Камни для оград с лучшей итальянской каменоломни были завезены,PL-PL-PL,PL,PL,PL,завезены,15.058032989501953,rubert
54,Кирпич для дачи со склада бракованной продукции был привезён,SG-SG-SG,SG,SG,SG,привезён,15.7557954788208,rubert
54,Кирпич для дачи со склада бракованной продукции были привезены,SG-SG-PL,SG,SG,PL,привезены,17.18896484375,rubert
54,Кирпич для дач со склада бракованной продукции был привезён,SG-PL-SG,SG,PL,SG,привезён,15.899508476257324,rubert
54,Кирпич для дач со склада бракованной продукции были привезены,SG-PL-PL,SG,PL,PL,привезены,17.64805030822754,rubert
54,Кирпичи для дачи со склада бракованной продукции был привезён,PL-SG-SG,PL,SG,SG,привезён,14.267741203308105,rubert
54,Кирпичи для дачи со склада бракованной продукции были привезены,PL-SG-PL,PL,SG,PL,привезены,17.664430618286133,rubert
54,Кирпичи для дач со склада бракованной продукции был привезён,PL-PL-SG,PL,PL,SG,привезён,13.018651962280273,rubert
54,Кирпичи для дач со склада бракованной продукции были привезены,PL-PL-PL,PL,PL,PL,привезены,17.773189544677734,rubert
55,Ключ от шкатулки из-за высокой влажности воздуха был ржавым,SG-SG-SG,SG,SG,SG,ржавым,13.780990600585938,rubert
55,Ключ от шкатулки из-за высокой влажности воздуха были ржавыми,SG-SG-PL,SG,SG,PL,ржавыми,14.18149471282959,rubert
55,Ключ от шкатулок из-за высокой влажности воздуха был ржавым,SG-PL-SG,SG,PL,SG,ржавым,13.776083946228027,rubert
55,Ключ от шкатулок из-за высокой влажности воздуха были ржавыми,SG-PL-PL,SG,PL,PL,ржавыми,13.955464363098145,rubert
55,Ключи от шкатулки из-за высокой влажности воздуха был ржавым,PL-SG-SG,PL,SG,SG,ржавым,13.350138664245605,rubert
55,Ключи от шкатулки из-за высокой влажности воздуха были ржавыми,PL-SG-PL,PL,SG,PL,ржавыми,15.188874244689941,rubert
55,Ключи от шкатулок из-за высокой влажности воздуха был ржавым,PL-PL-SG,PL,PL,SG,ржавым,13.46612548828125,rubert
55,Ключи от шкатулок из-за высокой влажности воздуха были ржавыми,PL-PL-PL,PL,PL,PL,ржавыми,14.949210166931152,rubert
56,Комната для вечеринки из-за малого количества мебели была просторной,SG-SG-SG,SG,SG,SG,просторной,12.998689651489258,rubert
56,Комната для вечеринки из-за малого количества мебели были просторными,SG-SG-PL,SG,SG,PL,просторными,13.705303192138672,rubert
56,Комната для вечеринок из-за малого количества мебели была просторной,SG-PL-SG,SG,PL,SG,просторной,12.640238761901855,rubert
56,Комната для вечеринок из-за малого количества мебели были просторными,SG-PL-PL,SG,PL,PL,просторными,13.00717830657959,rubert
56,Комнаты для вечеринки из-за малого количества мебели была просторной,PL-SG-SG,PL,SG,SG,просторной,12.047283172607422,rubert
56,Комнаты для вечеринки из-за малого количества мебели были просторными,PL-SG-PL,PL,SG,PL,просторными,14.760229110717773,rubert
56,Комнаты для вечеринок из-за малого количества мебели была просторной,PL-PL-SG,PL,PL,SG,просторной,11.837373733520508,rubert
56,Комнаты для вечеринок из-за малого количества мебели были просторными,PL-PL-PL,PL,PL,PL,просторными,13.947436332702637,rubert
57,Кондиционер для помещения из-за ошибки заводских сборщиков был неисправен,SG-SG-SG,SG,SG,SG,неисправен,13.96314525604248,rubert
57,Кондиционер для помещения из-за ошибки заводских сборщиков были неисправны,SG-SG-PL,SG,SG,PL,неисправны,14.101096153259277,rubert
57,Кондиционер для помещений из-за ошибки заводских сборщиков был неисправен,SG-PL-SG,SG,PL,SG,неисправен,14.184160232543945,rubert
57,Кондиционер для помещений из-за ошибки заводских сборщиков были неисправны,SG-PL-PL,SG,PL,PL,неисправны,13.817647933959961,rubert
